2022-23 Low Income Schools Percent Low Income,,,,
Private and Nonpublic Schools,,,,
,,,,
AUN,School Name,PNP County,District Name,Percent
223460982,Delaware Valley Friends School,Chester,Tredyffrin-Easttown SD,4.1
212012003,Delone Catholic High School,Adams,Conewago Valley SD,22.4
300513270,Delta School,Philadelphia,Philadelphia City SD,0.0
226517602,DePaul Catholic School,Philadelphia,Philadelphia City SD,0.0
300022250,DePaul Institute,Allegheny,Mt Lebanon SD,0.0
300351650,dePaul School in NEPA,Lackawanna,Scranton SD,45.2
300222030,Derry Preschool Inc,Dauphin,Derry Township SD,0.0
300151903,Devereux PA Brandywine School,Chester,Downingtown Area SD,100.0
300151900,Devereux PA CARES School,Chester,Downingtown Area SD,0.0
300151902,Devereux PA Mapleton School,Chester,Great Valley SD,100.0
300151904,Devereux School for Integrated Learning,Chester,West Chester Area SD,100.0
224152002,Devon Preparatory School,Chester,Tredyffrin-Easttown SD,0.0
315210043,Dickinson College Kindergarten,Cumberland,Carlisle Area SD,0.0
319354679,Discovery Montessori,Lackawanna,Scranton SD,85.7
303020409,Discovery School at Beechwood,Allegheny,Fox Chapel Area SD,7.7
203025785,Divine Mercy Academy,Allegheny,Gateway SD,14.0
208112338,Divine Mercy Catholic Academy,Cambria,Greater Johnstown SD,30.3
208117305,Divine Mercy Catholic Academy-East Campus,Cambria,Richland SD,40.2
208115005,Divine Mercy Catholic Academy-West Campus,Cambria,Westmont Hilltop SD,35.9
228032504,Divine Redeemer School,Armstrong,Armstrong SD,14.1
223460782,Dock Mennonite Academy,Montgomery,North Penn SD,30.5
223465472,Dock Mennonite Academy Elem,Montgomery,Souderton Area SD,23.7
300091340,Doylestown Hospital Children's Village,Bucks,Central Bucks SD,0.0
300250603,Dr Gertrude A Barber Center,Erie,Corry Area SD,0.0
300250600,Dr Gertrude A Barber Center,Erie,Erie City SD,70.0
225230008,Drexel Neumann Academy,Delaware,Chester-Upland SD,0.0
208050705,Dry Hill Parochial School,Bedford,Northern Bedford County SD,0.0
211441647,Dry Hollow Amish School,Mifflin,Mifflin County SD,0.0
228031004,Dry Knob Amish School,Indiana,Armstrong SD,0.0
213360068,Dry Wells Amish Parochial School,Lancaster,Solanco SD,0.0
206177004,DuBois Area Catholic Elementary School,Clearfield,DuBois Area SD,35.0
206171504,DuBois Area Catholic High School,Clearfield,DuBois Area SD,32.7
206171554,DuBois Christian Schools,Clearfield,DuBois Area SD,24.6
213360017,Durlach Parochial School,Lancaster,Ephrata Area SD,0.0
206200000,Dutch Hill School,Crawford,Titusville Area SD,0.0
204430734,Dutch Lane School,Mercer,Lakeview SD,0.0
205250014,Dyne Road School,Crawford,Corry Area SD,0.0
206165850,Eagle Crest Amish School,Clarion,Keystone SD,0.0
213367316,Eagle Crest Amish School,Lancaster,Solanco SD,0.0
213363344,Eagle View Amish School,Lancaster,Manheim Township SD,0.0
206331250,Eagles Nest Amish School,Jefferson,Brookville Area SD,0.0
305620002,Early Childhood Learning Center,Warren,Warren County SD,0.0
213361372,East Earl Amish Parochial Sch,Lancaster,Eastern Lancaster County SD,0.0
210189925,East End Mountain Amish School,Clinton,Keystone Central SD,0.0
216601153,East End Parochial School,Union,Mifflinburg Area SD,0.0
213361382,East Gordon View School,Lancaster,Eastern Lancaster County SD,0.0
213361362,East Nickel Mines School,Lancaster,Solanco SD,0.0
211341683,East Salem Amish Parochial Sch,Juniata,Juniata County SD,0.0
300091500,Easter Seals of Southeastern Pa,Bucks,Neshaminy SD,0.0
300462440,Easter Seals of Southeastern Pa,Montgomery,North Penn SD,0.0
300513640,Easter Seals of Southeastern Pa,Philadelphia,Philadelphia City SD,0.0
300232455,Easter Seals of Southeastern Pa,Delaware,Rose Tree Media SD,0.0
300023260,Easter Seals of Western and Central PA,Allegheny,Brentwood Borough SD,83.3
300023240,Easter Seals of Western and Central PA,Allegheny,Pittsburgh SD,33.3
300023270,Easter Seals of Western and Central PA,Butler,Seneca Valley SD,16.7
213360422,Eby Chiques School,Lancaster,Manheim Central SD,0.0
213360004,Ebys Curve Amish Parochial School,Lancaster,Pequea Valley SD,0.0
213360430,Echo Valley Amish School,Lancaster,Solanco SD,0.0
203022345,Eden Christian Academy,Allegheny,North Hills SD,0.0
203020004,Eden Christian Academy - Mt Nebo,Allegheny,Avonworth SD,0.0
203022325,Eden Christian Academy - Wexford,Allegheny,Pine-Richland SD,0.0
213360289,Eden Meadows School,Lancaster,Solanco SD,0.0
224150004,Edgewood View Amish School,Chester,Octorara Area SD,0.0
207651655,Elizabeth Seton Montessori Sch,Westmoreland,Greater Latrobe SD,0.0
300361590,Elizabethtown Community Nursery School,Lancaster,Elizabethtown Area SD,0.0
209242254,Elk County Catholic HS,Elk,Saint Marys Area SD,31.0
210141703,Elk Creek Amish School,Centre,Penns Valley Area SD,0.0
224150026,Elk Creek School,Chester,Oxford Area SD,0.0
202028805,Ellis School,Allegheny,Pittsburgh SD,0.0
300371950,"Ellwood City Childrens Center, Inc.",Lawrence,Ellwood City Area SD,0.0
213360029,Elm School,Lancaster,Manheim Central SD,0.0
208070003,Emmanuel Baptist Christian School,Blair,Claysburg-Kimmel SD,0.0
221392302,Emmaus Baptist Academy,Lehigh,East Penn SD,0.0
218668001,Endless Mountains Christian Academy,Wyoming,Tunkhannock Area SD,0.0
224154665,Engletown Road Amish School,Chester,Coatesville Area SD,0.0
213361402,Ephrata Mennonite School,Lancaster,Ephrata Area SD,0.0
217082001,Epiphany School,Bradford,Sayre Area SD,6.8
225230009,Episcopal Academy,Delaware,Marple Newtown SD,2.6
205250012,Erie Catholic Preparatory School,Erie,Erie City SD,19.0
205259404,Erie Day School,Erie,Erie City SD,25.3
205252234,Erie First Christian Academy,Erie,Fort LeBoeuf SD,20.7
213361412,Eshelman Run School,Lancaster,Pequea Valley SD,0.0
228030050,Evangelical Lutheran School,Armstrong,Armstrong SD,0.0
213360085,Evergreen Ridge School,Lancaster,Pequea Valley SD,0.0
224159167,Evergreen View,Chester,Oxford Area SD,0.0
300410300,Fairfield Academy,Lycoming,Montoursville Area SD,0.0
213361422,Fairfield School,Lancaster,Solanco SD,0.0
224362250,Fairhaven Christian School,Lancaster,Pequea Valley SD,0.0
213360005,Fairland Road Amish School,Lancaster,Warwick SD,0.0
213361432,Fairmount School,Lancaster,Eastern Lancaster County SD,0.0
214061802,Fairview Amish School,Chester,Twin Valley SD,0.0
214061702,Fairview Christian School,Berks,Reading SD,16.8
213361512,Fairview Parochial School,Lancaster,Warwick SD,0.0
204430002,Fairview School,Mercer,Commodore Perry SD,0.0
224152242,Fairville Friends School Inc,Chester,Kennett Consolidated SD,0.0
222091902,Faith Baptist Chrst Academy,Bucks,Pennsbury SD,10.5
205201834,Faith Builders Christian School,Crawford,Penncrest SD,0.0
206611854,Faith Christian Academy,Venango,Cranberry Area SD,0.0
222095718,Faith Christian Academy-Elementary Campus,Bucks,Quakertown Community SD,0.0
222092002,Faith Christian Academy-Middle/Upper Campus,Bucks,Quakertown Community SD,0.0
201632605,Faith Christian School of Washington,Washington,Washington SD,0.0
220481502,Faith Christian School Site 1,Northampton,Bangor Area SD,0.0
220481512,Faith Christian School Site 2,Northampton,Bangor Area SD,0.0
226515682,Faith Connection Christian Acad,Philadelphia,Philadelphia City SD,79.4
204371254,Faith Country Chapel Presch&Kg,Lawrence,Shenango Area SD,0.0
213361442,Faith Mennonite High School,Lancaster,Pequea Valley SD,0.0
219583351,Faith Mountain Christian Acad,Susquehanna,Blue Ridge SD,34.1
208071405,Faith Tabernacle School,Blair,Altoona Area SD,0.0
225231842,Faith Temple Christian School,Delaware,Chester-Upland SD,100.0
202028905,Falk Laboratory School,Allegheny,Pittsburgh SD,0.0
300023570,Family Development Center,Allegheny,Pine-Richland SD,0.0
224158738,Family Hope Therapy Barn Amish School,Chester,Oxford Area SD,0.0
213361482,Farmersville Mennonite School,Lancaster,Ephrata Area SD,0.0
213361472,Farmersville Parochial School,Lancaster,Conestoga Valley SD,0.0
226511602,Father Judge High School,Philadelphia,Philadelphia City SD,0.0
212673288,Fawn Grove Amish School,York,South Eastern SD,0.0
204371904,Fayette School,Lawrence,Wilmington Area SD,0.0
229540000,Fearnot,Schuylkill,Tri-Valley SD,0.0
220485176,Fellowship Christian High School,Northampton,Bethlehem Area SD,20.0
216498211,Fern Hill School,Northumberland,Milton Area SD,24.0
214159877,Fieldstone Parochial School,Berks,Twin Valley SD,0.0
204101804,First Baptist Christian School,Butler,Butler Area SD,21.5
226511642,First Century Gospel School,Philadelphia,Philadelphia City SD,0.0
201630003,First Love Christian Academy High,Franklin,Chambersburg Area SD,17.3
205200428,Fish Creek Amish School,Crawford,Conneaut SD,0.0
213361502,Fishers Amish School,Lancaster,Solanco SD,0.0
210181803,Fishing Creek Parochial School,Clinton,Keystone Central SD,0.0
229540001,Flat Hill Amish Parochial School,Schuylkill,Pine Grove Area SD,0.0
214062102,Fleetwood Christian Day School,Berks,Fleetwood Area SD,0.0
213360055,Foggy Ridge Amish School,Lancaster,Solanco SD,0.0
215222200,Follow Me Christian Child Care Center,Dauphin,Central Dauphin SD,24.0
213382133,Fontana Parochial School,Lebanon,Cornwall-Lebanon SD,0.0
205250010,FOREST AMISH SCHOOL,Warren,Warren County SD,0.0
300023750,Forest Hills Nursery School,Allegheny,Woodland Hills SD,0.0
212010001,Forest Lane Mennonite School,Adams,Gettysburg Area SD,0.0
213360015,Forest Ridge School,Lancaster,Solanco SD,0.0
213361532,Forest View Amish School,Lancaster,Pequea Valley SD,0.0
224150005,Forge Road Amish School,Chester,Oxford Area SD,0.0
215502600,Fowlers Hollow Amish School,Perry,West Perry SD,0.0
226511622,Frankford Friends School,Philadelphia,Philadelphia City SD,26.0
225231892,Frederick Douglass Christian School,Delaware,Chester-Upland SD,100.0
212012373,Freedom Christian School,Adams,Gettysburg Area SD,18.9
224150028,Freemont View School,Chester,Oxford Area SD,0.0
205205087,French Creek Mennonite School,Crawford,Penncrest SD,0.0
300461960,French International Sch Phila,Montgomery,Lower Merion SD,8.4
213360075,Friedenberg School,Lancaster,Donegal SD,0.0
223461322,Friends Central Lower School,Montgomery,Lower Merion SD,12.8
223461302,Friends Central School,Montgomery,Lower Merion SD,6.6
208052005,Friends Cove Mennonite School,Bedford,Bedford Area SD,0.0
225239102,Friends School Haverford,Delaware,Haverford Township SD,9.7
226511652,Friends Select School,Philadelphia,Philadelphia City SD,4.2
224150020,Friendship School,Chester,Octorara Area SD,0.0
224152322,Frog Hollow School,Chester,Oxford Area SD,0.0
214060516,Frystown Amish School,Berks,Tulpehocken Area SD,0.0
213361582,Fulton View School,Lancaster,Solanco SD,0.0
213361552,Furnace Road School,Lancaster,Solanco SD,0.0
300250602,G Barber Center Happy Hearts,Erie,Erie City SD,0.0
226510054,Gan Chabad,Philadelphia,Philadelphia City SD,100.0
213360024,Gap View School,Lancaster,Pequea Valley SD,0.0
215220303,Garden Spot Amish School,Dauphin,Upper Dauphin Area SD,0.0
300232610,Garretts Way,Delaware,Marple Newtown SD,4.2
214061902,Gateway Christian School,Berks,Brandywine Heights Area SD,0.0
300462460,Gateway School,Montgomery,Lower Merion SD,0.0
213361602,Gehmans Mennonite School,Lancaster,Cocalico SD,0.0
201262505,Geibel Catholic Junior-Senior High School,Fayette,Connellsville Area SD,32.4
208112050,Genesis Christian Academy,Cambria,Greater Johnstown SD,0.0
300118750,Geneva Preschool,Cambria,Westmont Hilltop SD,0.0
300232650,George Crothers Memorial School,Delaware,Wallingford-Swarthmore SD,0.0
222092252,George School,Bucks,Neshaminy SD,3.5
213361622,Georgetown School,Lancaster,Solanco SD,0.0
223461502,Germantown Academy,Montgomery,Colonial SD,0.0
226511702,Germantown Friends School,Philadelphia,Philadelphia City SD,6.7
226511802,Gesu School,Philadelphia,Philadelphia City SD,0.0
226511852,Girard College,Philadelphia,Philadelphia City SD,100.0
300461550,Gladwyne Montessori School,Montgomery,Lower Merion SD,1.4
300024400,Glen Montessori School,Allegheny,Quaker Valley SD,1.2
220454676,God is Love Christian School,Monroe,Pocono Mountain SD,8.0
208050005,Golden Rule,Bedford,Northern Bedford County SD,0.0
206170001,Golden Yoke School,Clearfield,DuBois Area SD,0.0
222090002,Good Beginnings Kindergarten,Bucks,Central Bucks SD,0.0
300151950,Good Samaritan Day School,Chester,Great Valley SD,0.0
218401001,Good Shepherd Academy,Luzerne,Wyoming Valley West SD,5.8
223466002,Good Shepherd Catholic Regional School,Montgomery,Upper Dublin SD,0.0
220485402,Good Shepherd Catholic School,Northampton,Northampton Area SD,27.9
213361702,Goods Parochial School,Lancaster,Eastern Lancaster County SD,0.0
212672683,Grace Academy,York,Central York SD,0.0
224152548,Grace Assembly Kindergarten,Chester,Owen J Roberts SD,0.0
207650002,Grace Bible Academy,Westmoreland,Greater Latrobe SD,0.0
301634047,Grace Christian Education Center,Washington,California Area SD,0.0
228033204,Grace Christian School,Armstrong,Armstrong SD,26.4
223461622,Grace Christian School,Montgomery,Souderton Area SD,0.0
300144850,Grace Lutheran Preschool,Centre,State College Area SD,0.0
202022705,Grace Non-Traditional Christian Academy,Allegheny,Gateway SD,100.0
210140002,Grace Prep,Centre,State College Area SD,22.0
212673409,Grace Words Christian Academy,York,York City SD,100.0
300091530,Grand View Hosp Childrens Ctr,Bucks,Pennridge SD,0.0
325235070,Grayson School,Delaware,Marple Newtown SD,28.9
224152532,Great Beginnings Christian Kdg,Chester,Downingtown Area SD,0.0
208071855,Great Commission Schools,Blair,Altoona Area SD,26.7
226511922,Greater Hope Christian Academy,Philadelphia,Philadelphia City SD,96.7
203022945,Greater Works Christian School,Allegheny,Gateway SD,67.4
211441073,Green Gate Amish School,Mifflin,Mifflin County SD,0.0
216602103,Green Grove School,Union,Mifflinburg Area SD,0.0
213360037,Green Lane School,Lancaster,Solanco SD,0.0
211440002,Green Lane School House,Mifflin,Mifflin County SD,0.0
204434170,Green Meadow Amish School,Mercer,Reynolds SD,0.0
215214063,Green Spring Mennonite School,Cumberland,Big Spring SD,0.0
300513970,Green Tree School,Philadelphia,Philadelphia City SD,100.0
213361782,Greenbank School,Lancaster,Eastern Lancaster County SD,0.0
210145974,Greenburr Gap Amish School,Centre,Penns Valley Area SD,0.0
226511952,Greene Street Friends School,Philadelphia,Philadelphia City SD,5.3
300513960,Greene Towne School Inc,Philadelphia,Philadelphia City SD,0.0
201300005,Greene Valley Christian Academy,Greene,Carmichaels Area SD,100.0
207652005,Greensburg Central Catholic Jr-Sr High School,Westmoreland,Hempfield Area SD,42.8
213361802,Greentree Amish School,Lancaster,Solanco SD,0.0
208560006,Greenville School,Somerset,Meyersdale Area SD,0.0
216191083,Greenwood Friends School,Columbia,Millville Area SD,13.9
216193524,Greenwood Valley Amish School,Columbia,Millville Area SD,0.0
208312105,Grier School,Huntingdon,Tyrone Area SD,0.0
213361762,Groffdale School,Lancaster,Eastern Lancaster County SD,0.0
204433654,Grove City Christian Academy,Mercer,Grove City Area SD,0.0
300452150,Growing Concern,Monroe,Pocono Mountain SD,0.0
202027125,Guardian Angel Academy,Allegheny,Keystone Oaks SD,45.4
212679955,Gum Tree Amish School,York,Red Lion Area SD,0.0
300633970,Gwens Montessori School Inc,Washington,Washington SD,0.0
223460006,Gwynedd Friends School,Montgomery,Wissahickon SD,0.0
223461802,Gwynedd Mercy Acad El Division,Montgomery,Wissahickon SD,0.0
223461752,Gwynedd Mercy High School,Montgomery,Wissahickon SD,0.0
213360020,Hahnstown Mennonite School,Lancaster,Ephrata Area SD,0.0
213360063,Haiti Woods School,Lancaster,Solanco SD,0.0
213360132,Hammercreek Amish School,Lancaster,Warwick SD,0.0
212672703,Hanover Mennonite School,York,Conewago Valley SD,0.0
208072205,Harbor House Center for Early Academics,Blair,Altoona Area SD,0.0
205252504,Harborcreek Youth Services,Erie,Harbor Creek SD,100.0
213360026,Harmony Ridge School,Lancaster,Solanco SD,0.0
215217903,Harrisburg Academy,Cumberland,East Pennsboro Area SD,0.0
215222403,Harrisburg Adventist School,Dauphin,Susquehanna Township SD,25.6
215221503,Harrisburg Catholic Elementary School,Dauphin,Harrisburg City SD,100.0
215222503,Harrisburg Catholic Elementary School,Dauphin,Harrisburg City SD,100.0
215221583,Harrisburg Christian School,Dauphin,Central Dauphin SD,0.0
213361902,Harristown Amish School,Lancaster,Pequea Valley SD,0.0
207652255,Harvest Baptist Academy,Allegheny,Highlands SD,13.0
223469352,Haverford School,Montgomery,Lower Merion SD,20.3
213361952,Hawksville Amish School,Lancaster,Solanco SD,0.0
206338982,Hazen Amish School,Jefferson,Brookville Area SD,0.0
218401281,Hazleton Trinity Nursery & Kdg,Luzerne,Hazleton Area SD,0.0
304020000,Heart Prints Early Education Center,Butler,Seneca Valley SD,0.0
209532004,Hebron Center Christian School,Potter,Coudersport Area SD,0.0
228320008,Hemlock Acres Amish,Indiana,Armstrong SD,0.0
207652305,Heritage Baptist Academy,Westmoreland,Jeannette City SD,0.0
215217933,Heritage Christian Academy,Cumberland,Cumberland Valley SD,0.0
208072305,Heritage Christian School,Blair,Spring Cove SD,0.0
215503253,Heritage Christian School of West Perry,Perry,West Perry SD,13.6
225232452,Heritage School,Chester,Tredyffrin-Easttown SD,0.0
215224287,Hershey Christian Academy,Dauphin,Lower Dauphin SD,29.3
213360810,Hersheys Corner Amish School,Lancaster,Pequea Valley SD,0.0
213362052,Hess School,Lancaster,Conestoga Valley SD,0.0
213362112,Hess View School,Lancaster,Solanco SD,0.0
224155756,Hibernia Amish School,Chester,Coatesville Area SD,0.0
213362122,Hickory Grove School,Lancaster,Pequea Valley SD,0.0
211441923,Hickory Grove Special School,Mifflin,Mifflin County SD,0.0
224152712,Hickory Hill School,Chester,Oxford Area SD,0.0
228322005,Hickory Hollow Amish School,Indiana,Marion Center Area SD,0.0
208560003,Hickory Hollow School,Somerset,Salisbury-Elk Lick SD,0.0
215210006,Hickory Lane School,Cumberland,Big Spring SD,0.0
224152722,Hidden Acres School,Chester,Coatesville Area SD,0.0
215210911,Hidden Brook Parochial School,Cumberland,Shippensburg Area SD,0.0
224150021,Hidden Lane School,Chester,Oxford Area SD,0.0
213360061,Hidden Meadow School,Lancaster,Eastern Lancaster County SD,0.0
214062252,Hidden Valley Mennonite School,Berks,Kutztown Area SD,0.0
215212803,Hidden Valley School,Cumberland,Big Spring SD,0.0
208562455,Hidden Valley School,Somerset,Meyersdale Area SD,0.0
214062302,High Point Baptist Academy,Berks,Twin Valley SD,7.3
208566291,High Point Parochial School,Somerset,Salisbury-Elk Lick SD,0.0
213362182,Highfield Parochial School,Lancaster,Solanco SD,0.0
224152742,Highland Amish School,Chester,Octorara Area SD,0.0
206330000,Highland Park School,Jefferson,Punxsutawney Area SD,0.0
224153949,Highpoint Amish School,Chester,Octorara Area SD,0.0
213362142,Hill Road School,Lancaster,Solanco SD,0.0
223469402,Hill School,Montgomery,Pottstown SD,0.0
210140003,Hill Side School,Centre,Penns Valley Area SD,0.0
225232422,Hill Top Preparatory School,Delaware,Radnor Township SD,5.8
213362092,Hill Top School,Lancaster,Solanco SD,0.0
213380006,Hillcrest Amish Parochial School,Lebanon,Eastern Lebanon County SD,0.0
203022975,Hillcrest Christian Academy,Allegheny,Bethel Park SD,7.8
213360042,Hilldale Amish Parochial School,Lancaster,Penn Manor SD,0.0
202023005,Hillel Academy of Pittsburgh,Allegheny,Pittsburgh SD,31.2
228320002,Hillsdale Mennonite School,Indiana,Purchase Line SD,0.0
206610005,Hillside Amish School,Venango,Franklin Area SD,0.0
213362132,Hillside Parochial School,Lancaster,Cocalico SD,0.0
204372104,Hillside Parochial School,Lawrence,Wilmington Area SD,0.0
206334079,Hillside School,Jefferson,Brockway Area SD,0.0
213360010,Hillside School,Lancaster,Solanco SD,0.0
215222453,Hillside SDA School,Dauphin,Harrisburg City SD,60.0
213367192,Hillside Spec Ed Mennonite Sch,Lancaster,Eastern Lancaster County SD,0.0
213360046,Hillside View Amish School,Lancaster,Solanco SD,0.0
204431804,Hilltop Amish School,Mercer,Lakeview SD,0.0
228320006,Hilltop Amish School,Indiana,Marion Center Area SD,0.0
300233300,Hillview-Trout Run Nursery Sch,Delaware,Marple Newtown SD,0.0
213362162,Hinkletown Mennonite School,Lancaster,Eastern Lancaster County SD,39.7
204100001,His Kids Christian School,Butler,Knoch SD,71.4
300514200,HMS School for Children with Cerebral Palsy,Philadelphia,Philadelphia City SD,100.0
312015874,Hoffman Academy,Adams,Gettysburg Area SD,100.0
213362202,Hollow Parochial School,Lancaster,Pequea Valley SD,0.0
211441933,Hollow View School,Mifflin,Mifflin County SD,0.0
226512042,Holmesburg Christian Academy,Philadelphia,Philadelphia City SD,83.7
225237102,Holy Child Academy,Delaware,Upper Darby SD,0.0
223467102,Holy Child School at Rosemont,Montgomery,Lower Merion SD,0.0
202027985,Holy Cross Academy,Allegheny,North Hills SD,17.5
219351201,Holy Cross High School Dunmore Campus,Lackawanna,Dunmore SD,15.6
223460017,Holy Cross Regional Catholic School,Montgomery,Perkiomen Valley SD,0.0
226512152,Holy Cross School,Philadelphia,Philadelphia City SD,0.0
225232502,Holy Cross School,Delaware,Springfield SD,0.0
218400201,Holy Family Academy,Luzerne,Hazleton Area SD,21.8
203026685,Holy Family Catholic School,Allegheny,Plum Borough SD,18.9
300024478,Holy Family Institute Specialized Learning,Allegheny,Pittsburgh SD,100.0
225238152,Holy Family Regional Catholic School,Delaware,Penn-Delco SD,0.0
222096002,Holy Family Regional School,Bucks,Neshaminy SD,0.0
220482252,Holy Family School,Northampton,Nazareth Area SD,6.1
224157302,Holy Family School,Chester,Phoenixville Area SD,0.0
222092602,Holy Ghost Preparatory School,Bucks,Bensalem Township SD,4.5
214062502,Holy Guardian Angels Regional School,Berks,Muhlenberg SD,31.3
220482752,Holy Infancy School,Northampton,Bethlehem Area SD,90.2
226512252,Holy Innocents School,Philadelphia,Philadelphia City SD,0.0
215222753,Holy Name of Jesus School,Dauphin,Central Dauphin SD,10.6
208112755,Holy Name School,Cambria,Central Cambria SD,23.2
218400281,Holy Redeemer High School,Luzerne,Wilkes-Barre Area SD,16.6
226512352,Holy Redeemer School,Philadelphia,Philadelphia City SD,0.0
223461102,Holy Rosary Regional Catholic School,Montgomery,Colonial SD,0.0
218401401,Holy Rosary School,Luzerne,Pittston Area SD,9.4
204102754,Holy Sepulcher School,Butler,Mars Area SD,6.5
212677503,Holy Trinity Catholic School,York,York City SD,61.3
208074005,Holy Trinity Catholic School-Altoona Elementary Campus,Blair,Altoona Area SD,40.8
208072505,Holy Trinity Catholic School-Hollidaysburg Elementary Campus,Blair,Hollidaysburg Area SD,23.7
208078205,Holy Trinity Catholic School-Middle School Campus,Blair,Altoona Area SD,16.3
222092802,Holy Trinity School,Bucks,Morrisville Borough SD,0.0
214150001,Homestead Amish School,Chester,Twin Valley SD,0.0
214150002,Honey Brook Christian Academy,Chester,Twin Valley SD,100.0
213362822,Honeysuckle Amish School,Lancaster,Pequea Valley SD,0.0
215500007,Honeysuckle Ridge School,Perry,West Perry SD,0.0
218670000,Hope Academy,York,Southern York County SD,25.0
227040001,Hope Christian Academy,Beaver,Aliquippa SD,100.0
211292738,Hope Christian Academy of Fulton County,Fulton,Central Fulton SD,0.0
213382753,Hope Christian School,Lebanon,Eastern Lebanon County SD,0.0
212670006,Hope Christian School of Hanover,York,Spring Grove Area SD,0.0
226512032,Hope Church School,Philadelphia,Philadelphia City SD,96.2
222092902,Hope Lutheran School,Bucks,Bristol Township SD,15.2
326510060,Hope Partnership for Education,Philadelphia,Philadelphia City SD,100.0
303024315,Hosanna House Inc,Allegheny,Wilkinsburg Borough SD,100.0
210142003,Hubler Ridge School,Centre,Bellefonte Area SD,0.0
226512672,Hunting Park Christian Academy,Philadelphia,Philadelphia City SD,57.9
211310753,Huntingdon Christian Academy,Huntingdon,Huntingdon Area SD,0.0
223461652,Huntingdon Valley Christian Academy,Montgomery,Upper Moreland Township SD,77.3
300403400,I'm Big Now Learning Center,Luzerne,Dallas SD,0.0
213386664,Ignite Learning Center,Lebanon,Eastern Lebanon County SD,0.0
226510052,Ijoba Shule,Philadelphia,Philadelphia City SD,0.0
203023465,Imani Christian Academy,Allegheny,Pittsburgh SD,100.0
214060002,Immaculate Conception Academy,Berks,Daniel Boone Area SD,7.6
206163004,Immaculate Conception School,Clarion,Clarion Area SD,24.6
220483002,Immaculate Conception School,Northampton,Pen Argyl Area SD,25.9
226512702,Immaculate Heart of Mary Sch,Philadelphia,Philadelphia City SD,0.0
211290000,Independent Holiness Academy,Fulton,Central Fulton SD,0.0
204372304,Indian Run School,Lawrence,Wilmington Area SD,0.0
223462052,Indian Valley Kindergarten,Montgomery,Souderton Area SD,20.8
228324005,Indiana Wesleyan School,Indiana,Purchase Line SD,0.0
201029485,Ingomar Child Enrichment Center,Allegheny,North Allegheny SD,0.0
225239128,Innovate Academy,Delaware,Unionville-Chadds Ford SD,0.0
226512732,International Christian High School,Philadelphia,Philadelphia City SD,100.0
213362842,Irishtown Road School,Lancaster,Pequea Valley SD,0.0
213360035,Iron Grove SChool,Lancaster,Manheim Central SD,0.0
226512762,Islamic Education School,Philadelphia,Philadelphia City SD,100.0
213362902,Iva School,Lancaster,Pequea Valley SD,0.0
204372504,J R Wilson School,Lawrence,Wilmington Area SD,0.0
300383320,Jack and Jill Preschool,Lebanon,Lebanon SD,0.0
223460202,Jack M Barrack Hebrew Academy,Delaware,Radnor Township SD,0.0
216550953,Jacks Mountain Amish Parochial,Snyder,Midd-West SD,0.0
213383053,Jacksonville Parochial School,Lebanon,Eastern Lebanon County SD,0.0
300363350,Janus School,Lancaster,Donegal SD,25.0
300361550,Jenkins School,Lancaster,Penn Manor SD,9.1
214065402,Jessie R. Wagner Seventh Day Adventist Elementary,Berks,Boyertown Area SD,33.3
226510019,Jesus Is The Way Christian Academy,Philadelphia,Philadelphia City SD,28.6
300393100,Jewish Day School of the Lehigh Valley,Lehigh,Parkland SD,10.0
201633205,John F Kennedy School,Washington,Washington SD,19.3
214063102,John Paul II Center Sp Lrng,Berks,Governor Mifflin SD,40.4
208563005,Johnstown Christian School,Somerset,Conemaugh Township Area SD,25.4
213381803,Jonestown Mennonite School,Lebanon,Northern Lebanon SD,0.0
315221534,Joshua Learning Center,Dauphin,Harrisburg City SD,100.0
203023675,Jubilee Christian School,Allegheny,Mt Lebanon SD,9.1
226511232,Jubilee School,Philadelphia,Philadelphia City SD,57.1
211341753,Juniata Christian School,Juniata,Juniata County SD,20.2
211444299,Ka Vee Amish School,Mifflin,Mifflin County SD,0.0
216550008,Kantz Mennonite Parochial School,Snyder,Selinsgrove Area SD,0.0
216492523,Keefertown Parochial School,Northumberland,Warrior Run SD,0.0
213366057,Kelly School,Lancaster,Elizabethtown Area SD,26.5
214068052,Kempton New Church School,Berks,Kutztown Area SD,0.0
204433504,Kennedy Catholic Middle/High School,Mercer,Hermitage SD,33.9
300153500,Kennett Square Preschool,Chester,Kennett Consolidated SD,0.0
206330001,Kentucky Avenue Amish School,Jefferson,Punxsutawney Area SD,0.0
302020005,Kentucky Avenue School,Allegheny,Pittsburgh SD,7.8
300322400,Keys Montessori School Inc,Indiana,Indiana Area SD,0.0
213363102,Keystone Amish School,Lancaster,Pequea Valley SD,0.0
212671928,Keystone Christian Academy - York,York,York Suburban SD,80.5
300032200,Kiddies Korner Nursery School Inc,Armstrong,Leechburg Area SD,0.0
223461172,Kids in the Village Early Learning Center,Montgomery,Methacton SD,12.5
300066540,Kidspeace National Centers,Berks,Muhlenberg SD,100.0
300393580,Kidspeace National Centers,Lehigh,Parkland SD,100.0
224153252,Kimberton Waldorf School,Chester,Owen J Roberts SD,0.0
214063252,Kings Academy,Berks,Schuylkill Valley SD,12.2
211441983,Kish Creek School,Mifflin,Mifflin County SD,0.0
