county,AUN,LEA,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,TOTAL COLLEGE BOUND %,2- OR 4-YEAR COLLEGE OR UNIVERSITY,2- OR 4-YEAR UNIVERSITY %,TOTAL POSTSECONDARY BOUND,TOTAL POSTSECONDARY BOUND %,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL %,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION %
,126514864,KIPP DuBois CS,8358,KIPP DuBois CS,129,100,77.52%,94,72.87%,112,86.82%,12,9.30%,6,4.65%
,,KIPP DuBois CS,,,129,100,77.52%,94,72.87%,112,86.82%,12,9.30%,6,4.65%
,126515001,Philadelphia City SD,3728,Widener Memorial Sch,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3808,Masterman Julia R Sec Sch,113,103,91.15%,103,91.15%,103,91.15%,0,0.00%,0,0.00%
,,,3816,Fels Samuel HS,176,86,48.86%,74,42.05%,95,53.98%,9,5.11%,12,6.82%
,,,3818,Furness Horace HS,118,45,38.14%,38,32.20%,47,39.83%,2,1.69%,7,5.93%
,,,3841,Dobbins AVT HS,87,48,55.17%,43,49.43%,51,58.62%,3,3.45%,5,5.75%
,,,3842,Mastbaum Jules E AVTS,108,23,21.30%,18,16.67%,25,23.15%,2,1.85%,5,4.63%
,,,3843,Girls HS,186,143,76.88%,139,74.73%,148,79.57%,5,2.69%,4,2.15%
,,,3844,Roxborough HS,127,45,35.43%,35,27.56%,49,38.58%,4,3.15%,10,7.87%
,,,3845,Lincoln HS,306,162,52.94%,149,48.69%,179,58.50%,17,5.56%,13,4.25%
,,,3847,Bartram John - Main,106,51,48.11%,45,42.45%,54,50.94%,3,2.83%,6,5.66%
,,,3848,Central HS,607,414,68.20%,412,67.87%,420,69.19%,6,0.99%,2,0.33%
,,,3849,Edison HS/Fareira Skills,176,40,22.73%,31,17.61%,42,23.86%,2,1.14%,9,5.11%
,,,3850,Frankford HS,148,70,47.30%,61,41.22%,79,53.38%,9,6.08%,9,6.08%
,,,3851,Franklin Benjamin HS,53,24,45.28%,21,39.62%,26,49.06%,2,3.77%,3,5.66%
,,,3855,Northeast HS,634,376,59.31%,347,54.73%,386,60.88%,10,1.58%,29,4.57%
,,,3857,Overbrook HS,103,54,52.43%,44,42.72%,58,56.31%,4,3.88%,10,9.71%
,,,3859,South Philadelphia HS,107,31,28.97%,26,24.30%,36,33.64%,5,4.67%,5,4.67%
,,,3860,West Philadelphia HS,81,32,39.51%,28,34.57%,35,43.21%,3,3.70%,4,4.94%
,,,3861,Saul W B Agricultural School,112,65,58.04%,58,51.79%,74,66.07%,9,8.04%,7,6.25%
,,,6527,Washington George HS,229,88,38.43%,84,36.68%,90,39.30%,2,0.87%,4,1.75%
,,,6548,Parkway Northwest,58,20,34.48%,19,32.76%,21,36.21%,1,1.72%,1,1.72%
,,,6675,King Martin Luther HS,98,49,50.00%,42,42.86%,57,58.16%,8,8.16%,7,7.14%
,,,6822,Franklin LC,172,124,72.09%,116,67.44%,131,76.16%,7,4.07%,8,4.65%
,,,6996,Creative and Performing Arts,164,80,48.78%,78,47.56%,82,50.00%,2,1.22%,2,1.22%
,,,7023,Carver HS,192,56,29.17%,56,29.17%,57,29.69%,1,0.52%,0,0.00%
,,,7070,Bodine William W HS,124,69,55.65%,65,52.42%,71,57.26%,2,1.61%,4,3.23%
,,,7072,Swenson Arts & Technology HS,151,95,62.91%,87,57.62%,107,70.86%,12,7.95%,8,5.30%
,,,7229,Hill Freedman World Academy,92,36,39.13%,35,38.04%,37,40.22%,1,1.09%,1,1.09%
,,,7245,Sayre William L MS,75,16,21.33%,14,18.67%,19,25.33%,3,4.00%,2,2.67%
,,,7255,Strawberry Mansion HS,33,19,57.58%,17,51.52%,21,63.64%,2,6.06%,2,6.06%
,,,7664,Gamp,56,41,73.21%,39,69.64%,42,75.00%,1,1.79%,2,3.57%
,,,7780,Paul Robeson HS for Human Services,70,43,61.43%,42,60.00%,44,62.86%,1,1.43%,1,1.43%
,,,7782,Parkway Center City Middle College,94,75,79.79%,72,76.60%,78,82.98%,3,3.19%,3,3.19%
,,,7808,Parkway West,71,51,71.83%,47,66.20%,54,76.06%,3,4.23%,4,5.63%
,,,7811,Lankenau HS,57,45,78.95%,40,70.18%,46,80.70%,1,1.75%,5,8.77%
,,,7813,Randolph A. Philip AVT HS,69,40,57.97%,29,42.03%,44,63.77%,4,5.80%,11,15.94%
,,,7815,Motivation HS,71,41,57.75%,39,54.93%,43,60.56%,2,2.82%,2,2.82%
,,,7850,Philadelphia Military Acad at Elverson,72,38,52.78%,32,44.44%,41,56.94%,3,4.17%,6,8.33%
,,,7852,Kensington Creative & Performing Arts HS,106,27,25.47%,25,23.58%,28,26.42%,1,0.94%,2,1.89%
,,,7855,Kensington Health Sciences,104,44,42.31%,42,40.38%,46,44.23%,2,1.92%,2,1.92%
,,,7903,School of the Future,100,49,49.00%,47,47.00%,51,51.00%,2,2.00%,2,2.00%
,,,7904,Academy at Palumbo,249,205,82.33%,201,80.72%,207,83.13%,2,0.80%,4,1.61%
,,,7905,Constitution HS,105,73,69.52%,70,66.67%,78,74.29%,5,4.76%,3,2.86%
,,,7906,Science Leadership Academy,124,103,83.06%,100,80.65%,106,85.48%,3,2.42%,3,2.42%
,,,8039,Arts Academy at Benjamin Rush,160,127,79.38%,123,76.88%,131,81.88%,4,2.50%,4,2.50%
,,,8293,Penn Treaty Sch,72,36,50.00%,33,45.83%,41,56.94%,5,6.94%,3,4.17%
,,,8298,The SD of Philadelphia Virtual Academy,127,26,20.47%,20,15.75%,27,21.26%,1,0.79%,6,4.72%
,,,8328,The Workshop School,45,22,48.89%,19,42.22%,22,48.89%,0,0.00%,3,6.67%
,,,8329,The U School: Innovative Lab,43,19,44.19%,16,37.21%,19,44.19%,0,0.00%,3,6.98%
,,,8330,The Science Leadership Academy at Beeber,125,74,59.20%,72,57.60%,75,60.00%,1,0.80%,2,1.60%
,,,8331,The Linc,37,6,16.22%,6,16.22%,6,16.22%,0,0.00%,0,0.00%
,,,8332,Building 21,50,32,64.00%,28,56.00%,35,70.00%,3,6.00%,4,8.00%
,,,8385,Philadelphia Learning Academy - North,9,3,33.33%,3,33.33%,4,44.44%,1,11.11%,0,0.00%
,,,8386,Philadelphia Learning Academy - South,6,3,50.00%,3,50.00%,4,66.67%,1,16.67%,0,0.00%
,,,8388,Kensington HS,79,24,30.38%,21,26.58%,26,32.91%,2,2.53%,3,3.80%
,,,8440,Vaux HS: A Big Picture School,91,55,60.44%,47,51.65%,57,62.64%,2,2.20%,8,8.79%
,,,9999,Philadelphia City SD,461,130,28.20%,98,21.26%,138,29.93%,8,1.74%,32,6.94%
,,Philadelphia City SD,,,"7,392","3,896",52.71%,"3,599",48.69%,"4,093",55.37%,197,2.67%,297,4.02%
,126519434,Universal Audenried CS,8195,Universal Audenried CS,104,25,24.04%,25,24.04%,25,24.04%,0,0.00%,0,0.00%
,,Universal Audenried CS,,,104,25,24.04%,25,24.04%,25,24.04%,0,0.00%,0,0.00%
,151514721,Mastery CS-Pickett Campus,7961,Mastery CS-Pickett Campus,106,74,69.81%,72,67.92%,75,70.75%,1,0.94%,2,1.89%
,,Mastery CS-Pickett Campus,,,106,74,69.81%,72,67.92%,75,70.75%,1,0.94%,2,1.89%
,181519176,ASPIRA Bilingual Cyber CS,8148,ASPIRA Bilingual Cyber CS,54,17,31.48%,17,31.48%,20,37.04%,3,5.56%,0,0.00%
,,ASPIRA Bilingual Cyber CS,,,54,17,31.48%,17,31.48%,20,37.04%,3,5.56%,0,0.00%
,185515523,Boys Latin of Philadelphia CS,7981,Boys Latin of Philadelphia CS,74,53,71.62%,53,71.62%,55,74.32%,2,2.70%,0,0.00%
,,Boys Latin of Philadelphia CS,,,74,53,71.62%,53,71.62%,55,74.32%,2,2.70%,0,0.00%
,192518422,Tacony Academy CS,8126,Tacony Academy CS,69,34,49.28%,30,43.48%,39,56.52%,5,7.25%,4,5.80%
,,Tacony Academy CS,,,69,34,49.28%,30,43.48%,39,56.52%,5,7.25%,4,5.80%
Philadelphia,,,,,"11,345","6,215",54.78%,"5,887",51.89%,"6,637",58.50%,422,3.72%,328,2.89%
Pike,119648303,Wallenpaupack Area SD,4310,Wallenpaupack Area HS,238,114,47.90%,114,47.90%,121,50.84%,7,2.94%,0,0.00%
,,Wallenpaupack Area SD,,,238,114,47.90%,114,47.90%,121,50.84%,7,2.94%,0,0.00%
,120522003,Delaware Valley SD,5261,Delaware Valley HS,383,267,69.71%,267,69.71%,274,71.54%,7,1.83%,0,0.00%
,,Delaware Valley SD,,,383,267,69.71%,267,69.71%,274,71.54%,7,1.83%,0,0.00%
Pike,,,,,621,381,61.35%,381,61.35%,395,63.61%,14,2.25%,0,0.00%
Potter,109530304,Austin Area SD,6222,Austin Area JSHS,14,7,50.00%,7,50.00%,7,50.00%,0,0.00%,0,0.00%
,,Austin Area SD,,,14,7,50.00%,7,50.00%,7,50.00%,0,0.00%,0,0.00%
,109531304,Coudersport Area SD,3869,Coudersport Area JSHS,57,33,57.89%,32,56.14%,36,63.16%,3,5.26%,1,1.75%
,,Coudersport Area SD,,,57,33,57.89%,32,56.14%,36,63.16%,3,5.26%,1,1.75%
,109532804,Galeton Area SD,6223,Galeton Area Sch,23,7,30.43%,7,30.43%,11,47.83%,4,17.39%,0,0.00%
,,Galeton Area SD,,,23,7,30.43%,7,30.43%,11,47.83%,4,17.39%,0,0.00%
,109535504,Northern Potter SD,3875,Northern Potter JSHS,30,4,13.33%,4,13.33%,4,13.33%,0,0.00%,0,0.00%
,,,9999,Northern Potter SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Northern Potter SD,,,31,4,12.90%,4,12.90%,4,12.90%,0,0.00%,0,0.00%
,109537504,Oswayo Valley SD,3877,Oswayo Valley HS,22,11,50.00%,11,50.00%,11,50.00%,0,0.00%,0,0.00%
,,Oswayo Valley SD,,,22,11,50.00%,11,50.00%,11,50.00%,0,0.00%,0,0.00%
Potter,,,,,147,62,42.18%,61,41.50%,69,46.94%,7,4.76%,1,0.68%
Schuylkill,129540803,Blue Mountain SD,3891,Blue Mountain HS,227,138,60.79%,138,60.79%,141,62.11%,3,1.32%,0,0.00%
,,Blue Mountain SD,,,227,138,60.79%,138,60.79%,141,62.11%,3,1.32%,0,0.00%
,129544503,Mahanoy Area SD,8403,Mahanoy Area JSHS,69,42,60.87%,42,60.87%,44,63.77%,2,2.90%,0,0.00%
,,Mahanoy Area SD,,,69,42,60.87%,42,60.87%,44,63.77%,2,2.90%,0,0.00%
,129544703,Minersville Area SD,6583,Minersville Area JSHS,68,37,54.41%,36,52.94%,37,54.41%,0,0.00%,1,1.47%
,,,9999,Minersville Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Minersville Area SD,,,71,37,52.11%,36,50.70%,37,52.11%,0,0.00%,1,1.41%
,129544907,Gillingham Charter School,8161,Gillingham Charter School,11,1,9.09%,1,9.09%,1,9.09%,0,0.00%,0,0.00%
,,Gillingham Charter School,,,11,1,9.09%,1,9.09%,1,9.09%,0,0.00%,0,0.00%
,129545003,North Schuylkill SD,3883,North Schuylkill JSHS,134,78,58.21%,78,58.21%,80,59.70%,2,1.49%,0,0.00%
,,North Schuylkill SD,,,134,78,58.21%,78,58.21%,80,59.70%,2,1.49%,0,0.00%
,129546003,Pine Grove Area SD,3910,Pine Grove Area HS,134,58,43.28%,58,43.28%,58,43.28%,0,0.00%,0,0.00%
,,Pine Grove Area SD,,,134,58,43.28%,58,43.28%,58,43.28%,0,0.00%,0,0.00%
,129546103,Pottsville Area SD,3924,Pottsville Area HS,211,112,53.08%,104,49.29%,118,55.92%,6,2.84%,8,3.79%
,,,9999,Pottsville Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Pottsville Area SD,,,213,112,52.58%,104,48.83%,118,55.40%,6,2.82%,8,3.76%
,129547203,Shenandoah Valley SD,3940,Shenandoah Valley JSHS,71,32,45.07%,32,45.07%,33,46.48%,1,1.41%,0,0.00%
,,,9999,Shenandoah Valley SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Shenandoah Valley SD,,,74,32,43.24%,32,43.24%,33,44.59%,1,1.35%,0,0.00%
,129547303,Schuylkill Haven Area SD,5264,Schuylkill Haven SHS,75,41,54.67%,41,54.67%,42,56.00%,1,1.33%,0,0.00%
,,,9999,Schuylkill Haven Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Schuylkill Haven Area SD,,,76,41,53.95%,41,53.95%,42,55.26%,1,1.32%,0,0.00%
,129547603,Tamaqua Area SD,5070,Tamaqua Area SHS,163,130,79.75%,126,77.30%,130,79.75%,0,0.00%,4,2.45%
,,Tamaqua Area SD,,,163,130,79.75%,126,77.30%,130,79.75%,0,0.00%,4,2.45%
,129547803,Tri-Valley SD,3957,Tri-Valley JSHS,62,33,53.23%,27,43.55%,34,54.84%,1,1.61%,6,9.68%
,,Tri-Valley SD,,,62,33,53.23%,27,43.55%,34,54.84%,1,1.61%,6,9.68%
,129548803,Williams Valley SD,3914,Williams Valley JSHS,77,37,48.05%,36,46.75%,39,50.65%,2,2.60%,1,1.30%
,,Williams Valley SD,,,77,37,48.05%,36,46.75%,39,50.65%,2,2.60%,1,1.30%
Schuylkill,,,,,"1,311",739,56.37%,719,54.84%,757,57.74%,18,1.37%,20,1.53%
Snyder,116555003,Midd-West SD,3962,Midd-West HS,154,44,28.57%,44,28.57%,44,28.57%,0,0.00%,0,0.00%
,,,9999,Midd-West SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Midd-West SD,,,155,44,28.39%,44,28.39%,44,28.39%,0,0.00%,0,0.00%
,116557103,Selinsgrove Area SD,3969,Selinsgrove Area HS,191,118,61.78%,118,61.78%,121,63.35%,3,1.57%,0,0.00%
,,,9999,Selinsgrove Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Selinsgrove Area SD,,,192,118,61.46%,118,61.46%,121,63.02%,3,1.56%,0,0.00%
Snyder,,,,,347,162,46.69%,162,46.69%,165,47.55%,3,0.86%,0,0.00%
Somerset,108561003,Berlin Brothersvalley SD,6207,Berlin Brothersvalley SHS,71,40,56.34%,39,54.93%,40,56.34%,0,0.00%,1,1.41%
,,Berlin Brothersvalley SD,,,71,40,56.34%,39,54.93%,40,56.34%,0,0.00%,1,1.41%
,108561803,Conemaugh Township Area SD,3978,Conemaugh Twp Area MS/SHS,64,39,60.94%,39,60.94%,41,64.06%,2,3.13%,0,0.00%
,,,9999,Conemaugh Township Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Conemaugh Township Area SD,,,66,39,59.09%,39,59.09%,41,62.12%,2,3.03%,0,0.00%
,108565203,Meyersdale Area SD,3994,Meyersdale Area HS,76,36,47.37%,35,46.05%,36,47.37%,0,0.00%,1,1.32%
,,Meyersdale Area SD,,,76,36,47.37%,35,46.05%,36,47.37%,0,0.00%,1,1.32%
,108565503,North Star SD,3988,North Star HS,75,34,45.33%,34,45.33%,36,48.00%,2,2.67%,0,0.00%
,,,9999,North Star SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,North Star SD,,,78,34,43.59%,34,43.59%,36,46.15%,2,2.56%,0,0.00%
,108566303,Rockwood Area SD,6210,Rockwood Area JSHS,54,34,62.96%,29,53.70%,35,64.81%,1,1.85%,5,9.26%
,,Rockwood Area SD,,,54,34,62.96%,29,53.70%,35,64.81%,1,1.85%,5,9.26%
,108567004,Salisbury-Elk Lick SD,4002,Salisbury-Elk Lick JSHS,13,6,46.15%,6,46.15%,6,46.15%,0,0.00%,0,0.00%
,,Salisbury-Elk Lick SD,,,13,6,46.15%,6,46.15%,6,46.15%,0,0.00%,0,0.00%
,108567204,Shade-Central City SD,4006,Shade JSHS,31,18,58.06%,17,54.84%,18,58.06%,0,0.00%,1,3.23%
,,Shade-Central City SD,,,31,18,58.06%,17,54.84%,18,58.06%,0,0.00%,1,3.23%
,108567404,Shanksville-Stonycreek SD,6800,Shanksville-Stonycreek HS,18,11,61.11%,11,61.11%,12,66.67%,1,5.56%,0,0.00%
,,Shanksville-Stonycreek SD,,,18,11,61.11%,11,61.11%,12,66.67%,1,5.56%,0,0.00%
,108567703,Somerset Area SD,8274,Somerset Area Jr-Sr HS,157,77,49.04%,75,47.77%,81,51.59%,4,2.55%,2,1.27%
,,Somerset Area SD,,,157,77,49.04%,75,47.77%,81,51.59%,4,2.55%,2,1.27%
,108568404,Turkeyfoot Valley Area SD,6216,Turkeyfoot Valley Area JSHS,30,15,50.00%,14,46.67%,15,50.00%,0,0.00%,1,3.33%
,,Turkeyfoot Valley Area SD,,,30,15,50.00%,14,46.67%,15,50.00%,0,0.00%,1,3.33%
,108569103,Windber Area SD,4026,Windber Area HS,80,44,55.00%,41,51.25%,45,56.25%,1,1.25%,3,3.75%
,,,9999,Windber Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Windber Area SD,,,84,44,52.38%,41,48.81%,45,53.57%,1,1.19%,3,3.57%
Somerset,,,,,678,354,52.21%,340,50.15%,365,53.83%,11,1.62%,14,2.06%
Sullivan,117576303,Sullivan County SD,4030,Sullivan Co JSHS,46,28,60.87%,28,60.87%,30,65.22%,2,4.35%,0,0.00%
,,Sullivan County SD,,,46,28,60.87%,28,60.87%,30,65.22%,2,4.35%,0,0.00%
Sullivan,,,,,46,28,60.87%,28,60.87%,30,65.22%,2,4.35%,0,0.00%
Susquehanna,119581003,Blue Ridge SD,4034,Blue Ridge HS,71,46,64.79%,44,61.97%,46,64.79%,0,0.00%,2,2.82%
,,Blue Ridge SD,,,71,46,64.79%,44,61.97%,46,64.79%,0,0.00%,2,2.82%
,119582503,Elk Lake SD,6418,Elk Lake JSHS,70,27,38.57%,25,35.71%,30,42.86%,3,4.29%,2,2.86%
,,Elk Lake SD,,,70,27,38.57%,25,35.71%,30,42.86%,3,4.29%,2,2.86%
,119583003,Forest City Regional SD,6419,Forest City Regional HS,51,28,54.90%,28,54.90%,30,58.82%,2,3.92%,0,0.00%
,,Forest City Regional SD,,,51,28,54.90%,28,54.90%,30,58.82%,2,3.92%,0,0.00%
,119584503,Montrose Area SD,4044,Montrose Area JSHS,97,52,53.61%,47,48.45%,54,55.67%,2,2.06%,5,5.15%
,,Montrose Area SD,,,97,52,53.61%,47,48.45%,54,55.67%,2,2.06%,5,5.15%
,119584603,Mountain View SD,4049,Mountain View JSHS,57,36,63.16%,34,59.65%,37,64.91%,1,1.75%,2,3.51%
,,Mountain View SD,,,57,36,63.16%,34,59.65%,37,64.91%,1,1.75%,2,3.51%
,119586503,Susquehanna Community SD,4054,Susquehanna Community JSHS,41,22,53.66%,22,53.66%,22,53.66%,0,0.00%,0,0.00%
,,,9999,Susquehanna Community SD,18,3,16.67%,3,16.67%,3,16.67%,0,0.00%,0,0.00%
,,Susquehanna Community SD,,,59,25,42.37%,25,42.37%,25,42.37%,0,0.00%,0,0.00%
Susquehanna,,,,,405,214,52.84%,203,50.12%,222,54.81%,8,1.98%,11,2.72%
Tioga,117596003,Northern Tioga SD,4058,Cowanesque Valley JSHS,55,20,36.36%,19,34.55%,22,40.00%,2,3.64%,1,1.82%
,,,6373,Williamson SHS,86,40,46.51%,39,45.35%,41,47.67%,1,1.16%,1,1.16%
,,Northern Tioga SD,,,141,60,42.55%,58,41.13%,63,44.68%,3,2.13%,2,1.42%
,117597003,Southern Tioga SD,4064,North Penn-Liberty JSHS,47,22,46.81%,20,42.55%,24,51.06%,2,4.26%,2,4.26%
,,,4068,North Penn-Mansfield JSHS,86,39,45.35%,38,44.19%,40,46.51%,1,1.16%,1,1.16%
,,Southern Tioga SD,,,133,61,45.86%,58,43.61%,64,48.12%,3,2.26%,3,2.26%
,117598503,Wellsboro Area SD,4080,Wellsboro Area HS,107,54,50.47%,52,48.60%,55,51.40%,1,0.93%,2,1.87%
,,Wellsboro Area SD,,,107,54,50.47%,52,48.60%,55,51.40%,1,0.93%,2,1.87%
Tioga,,,,,381,175,45.93%,168,44.09%,182,47.77%,7,1.84%,7,1.84%
Union,116604003,Lewisburg Area SD,4085,Lewisburg HS,151,117,77.48%,117,77.48%,117,77.48%,0,0.00%,0,0.00%
,,,9999,Lewisburg Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lewisburg Area SD,,,153,117,76.47%,117,76.47%,117,76.47%,0,0.00%,0,0.00%
,116605003,Mifflinburg Area SD,4091,Mifflinburg Area SHS,154,67,43.51%,67,43.51%,73,47.40%,6,3.90%,0,0.00%
,,Mifflinburg Area SD,,,154,67,43.51%,67,43.51%,73,47.40%,6,3.90%,0,0.00%
Union,,,,,307,184,59.93%,184,59.93%,190,61.89%,6,1.95%,0,0.00%
Venango,106611303,Cranberry Area SD,4098,Cranberry Area JSHS,75,39,52.00%,28,37.33%,39,52.00%,0,0.00%,11,14.67%
,,Cranberry Area SD,,,75,39,52.00%,28,37.33%,39,52.00%,0,0.00%,11,14.67%
,106612203,Franklin Area SD,4106,Franklin Area JSHS,106,62,58.49%,60,56.60%,65,61.32%,3,2.83%,2,1.89%
,,,9999,Franklin Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Franklin Area SD,,,107,62,57.94%,60,56.07%,65,60.75%,3,2.80%,2,1.87%
,106616203,Oil City Area SD,4931,Oil City SHS,166,68,40.96%,66,39.76%,72,43.37%,4,2.41%,2,1.20%
,,,9999,Oil City Area SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Oil City Area SD,,,177,68,38.42%,66,37.29%,72,40.68%,4,2.26%,2,1.13%
,106617203,Titusville Area SD,1668,Titusville SHS,98,46,46.94%,43,43.88%,55,56.12%,9,9.18%,3,3.06%
,,Titusville Area SD,,,98,46,46.94%,43,43.88%,55,56.12%,9,9.18%,3,3.06%
,106618603,Valley Grove SD,4126,Rocky Grove JSHS,61,25,40.98%,18,29.51%,29,47.54%,4,6.56%,7,11.48%
,,Valley Grove SD,,,61,25,40.98%,18,29.51%,29,47.54%,4,6.56%,7,11.48%
Venango,,,,,518,240,46.33%,215,41.51%,260,50.19%,20,3.86%,25,4.83%
Warren,105620001,Tidioute Community CS,7833,Tidioute Community CS,17,12,70.59%,11,64.71%,12,70.59%,0,0.00%,1,5.88%
,,Tidioute Community CS,,,17,12,70.59%,11,64.71%,12,70.59%,0,0.00%,1,5.88%
,105628302,Warren County SD,4135,Youngsville MS/HS,70,41,58.57%,36,51.43%,42,60.00%,1,1.43%,5,7.14%
,,,4143,Eisenhower M/HS,66,37,56.06%,34,51.52%,39,59.09%,2,3.03%,3,4.55%
,,,4146,Sheffield M/HS,42,24,57.14%,21,50.00%,26,61.90%,2,4.76%,3,7.14%
,,,4149,Warren Area HS,162,92,56.79%,90,55.56%,99,61.11%,7,4.32%,2,1.23%
,,Warren County SD,,,340,194,57.06%,181,53.24%,206,60.59%,12,3.53%,13,3.82%
Warren,,,,,357,206,57.70%,192,53.78%,218,61.06%,12,3.36%,14,3.92%
Washington,101630504,Avella Area SD,4165,Avella Area JSHS,47,31,65.96%,31,65.96%,31,65.96%,0,0.00%,0,0.00%
,,Avella Area SD,,,47,31,65.96%,31,65.96%,31,65.96%,0,0.00%,0,0.00%
,101630903,Bentworth SD,4188,Bentworth SHS,86,54,62.79%,49,56.98%,56,65.12%,2,2.33%,5,5.81%
,,,9999,Bentworth SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Bentworth SD,,,87,54,62.07%,49,56.32%,56,64.37%,2,2.30%,5,5.75%
,101631003,Bethlehem-Center SD,4181,Bethlehem-Center SHS,81,52,64.20%,39,48.15%,52,64.20%,0,0.00%,13,16.05%
,,,9999,Bethlehem-Center SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Bethlehem-Center SD,,,83,52,62.65%,39,46.99%,52,62.65%,0,0.00%,13,15.66%
,101631203,Burgettstown Area SD,4195,Burgettstown MS/HS,72,34,47.22%,34,47.22%,34,47.22%,0,0.00%,0,0.00%
,,,9999,Burgettstown Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Burgettstown Area SD,,,73,34,46.58%,34,46.58%,34,46.58%,0,0.00%,0,0.00%
,101631503,California Area SD,4203,California Area SHS,61,35,57.38%,35,57.38%,36,59.02%,1,1.64%,0,0.00%
,,California Area SD,,,61,35,57.38%,35,57.38%,36,59.02%,1,1.64%,0,0.00%
,101631703,Canon-McMillan SD,4217,Canon-McMillan SHS,425,285,67.06%,275,64.71%,287,67.53%,2,0.47%,10,2.35%
,,,9999,Canon-McMillan SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Canon-McMillan SD,,,431,285,66.13%,275,63.81%,287,66.59%,2,0.46%,10,2.32%
,101631803,Charleroi SD,4715,Charleroi Area HS,93,59,63.44%,58,62.37%,59,63.44%,0,0.00%,1,1.08%
,,,9999,Charleroi SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Charleroi SD,,,95,59,62.11%,58,61.05%,59,62.11%,0,0.00%,1,1.05%
,101631903,Chartiers-Houston SD,4235,Chartiers-Houston JSHS,85,61,71.76%,55,64.71%,65,76.47%,4,4.71%,6,7.06%
,,Chartiers-Houston SD,,,85,61,71.76%,55,64.71%,65,76.47%,4,4.71%,6,7.06%
,101632403,Fort Cherry SD,4242,Fort Cherry JSHS,78,49,62.82%,49,62.82%,52,66.67%,3,3.85%,0,0.00%
,,,9999,Fort Cherry SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Fort Cherry SD,,,79,49,62.03%,49,62.03%,52,65.82%,3,3.80%,0,0.00%
,101633903,McGuffey SD,4249,McGuffey HS,105,70,66.67%,70,66.67%,76,72.38%,6,5.71%,0,0.00%
,,,9999,McGuffey SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,McGuffey SD,,,106,70,66.04%,70,66.04%,76,71.70%,6,5.66%,0,0.00%
,101636503,Peters Township SD,5083,Peters Twp HS,363,307,84.57%,303,83.47%,307,84.57%,0,0.00%,4,1.10%
,,,9999,Peters Township SD,4,2,50.00%,1,25.00%,2,50.00%,0,0.00%,1,25.00%
,,Peters Township SD,,,367,309,84.20%,304,82.83%,309,84.20%,0,0.00%,5,1.36%
,101637002,Ringgold SD,7019,Ringgold SHS,195,90,46.15%,87,44.62%,98,50.26%,8,4.10%,3,1.54%
,,,9999,Ringgold SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Ringgold SD,,,197,90,45.69%,87,44.16%,98,49.75%,8,4.06%,3,1.52%
,101638003,Trinity Area SD,6012,Trinity SHS,253,158,62.45%,156,61.66%,162,64.03%,4,1.58%,2,0.79%
,,,9999,Trinity Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Trinity Area SD,,,254,158,62.20%,156,61.42%,162,63.78%,4,1.57%,2,0.79%
,101638803,Washington SD,4286,Washington HS,83,39,46.99%,34,40.96%,40,48.19%,1,1.20%,5,6.02%
,,Washington SD,,,83,39,46.99%,34,40.96%,40,48.19%,1,1.20%,5,6.02%
Washington,,,,,"2,048","1,326",64.75%,"1,276",62.30%,"1,357",66.26%,31,1.51%,50,2.44%
