Percent Of Enrollments from Low-Income Families,,,,,,,,,
,,,,,,,,,
School Level,,,,,,,,,
Year: 2021-2022,,,,,,,,,
SUBMITTING AUN,LEA NAME,LEA TYPE,SCHOOL NUMBER,SCHOOL NAME,TOTAL ENROLLMENT,LOW INCOME ENROLLMENT,PERCENT OF ENROLLMENT FROM LOW INCOME FAMILIES,,
115221753,Derry Township SD,SD,6678,Hershey MS,768,187,24.3%,,
115221753,Derry Township SD,SD,1749,Hershey Primary El Sch,445,112,25.2%,,
126510011,Discovery CS,CS,7775,Discovery CS,633,354,55.9%,,
113362203,Donegal SD,SD,2539,Donegal HS,925,386,41.7%,,
113362203,Donegal SD,SD,8228,Donegal Intermediate School,907,400,44.1%,,
113362203,Donegal SD,SD,7165,Donegal JHS,494,207,41.9%,,
113362203,Donegal SD,SD,7786,Donegal Primary School,577,237,41.1%,,
112671803,Dover Area SD,SD,8229,Dover Area El Sch,362,142,39.2%,,
112671803,Dover Area SD,SD,4558,Dover Area HS,1012,365,36.1%,,
112671803,Dover Area SD,SD,8475,Dover Area MS,829,319,38.5%,,
112671803,Dover Area SD,SD,4557,Leib El Sch,384,168,43.8%,,
112671803,Dover Area SD,SD,7555,North Salem El Sch,274,102,37.2%,,
112671803,Dover Area SD,SD,4556,Weigelstown El Sch,409,185,45.2%,,
124152003,Downingtown Area SD,SD,1391,Beaver Creek El Sch,519,91,17.5%,,
124152003,Downingtown Area SD,SD,7266,Bradford Hgts El Sch,538,90,16.7%,,
124152003,Downingtown Area SD,SD,1431,Brandywine-Wallace El Sch,497,47,9.5%,,
124152003,Downingtown Area SD,SD,7759,Downingtown HS East Campus,1702,256,15.0%,,
124152003,Downingtown Area SD,SD,1387,Downingtown HS West Campus,1798,287,16.0%,,
124152003,Downingtown Area SD,SD,7517,Downingtown MS,1148,130,11.3%,,
124152003,Downingtown Area SD,SD,8174,Downingtown STEM Academy,883,37,4.2%,,
124152003,Downingtown Area SD,SD,5011,East Ward El Sch,519,111,21.4%,,
124152003,Downingtown Area SD,SD,6476,Lionville El Sch,642,84,13.1%,,
124152003,Downingtown Area SD,SD,7516,Lionville MS,1031,110,10.7%,,
124152003,Downingtown Area SD,SD,8309,Marsh Creek Sixth Grade Center,1017,125,12.3%,,
124152003,Downingtown Area SD,SD,1432,Pickering Valley El Sch,440,28,6.4%,,
124152003,Downingtown Area SD,SD,7265,Shamona Creek El Sch,564,27,4.8%,,
124152003,Downingtown Area SD,SD,7990,Springton Manor El Sch,604,45,7.5%,,
124152003,Downingtown Area SD,SD,6621,Uwchlan Hills El Sch,505,42,8.3%,,
124152003,Downingtown Area SD,SD,6477,West Bradford El Sch,653,51,7.8%,,
107653040,Dr Robert Ketterer CS Inc,CS,7550,Dr Robert Ketterer CS Inc,166,153,92.2%,,
106172003,DuBois Area SD,SD,2385,C G Johnson El Sch,283,169,59.7%,,
106172003,DuBois Area SD,SD,1541,DuBois Area MS,1079,575,53.3%,,
106172003,DuBois Area SD,SD,6156,DuBois Area SHS,940,459,48.8%,,
106172003,DuBois Area SD,SD,6157,Juniata El Sch,275,134,48.7%,,
106172003,DuBois Area SD,SD,1532,Oklahoma El Sch,290,136,46.9%,,
106172003,DuBois Area SD,SD,6918,Wasson Avenue El Sch,410,262,63.9%,,
119352203,Dunmore SD,SD,6591,Dunmore El Ctr,749,324,43.3%,,
119352203,Dunmore SD,SD,8312,Dunmore JSHS,688,270,39.2%,,
103022503,Duquesne City SD,SD,7908,Duquesne El Sch,415,281,67.7%,,
103022803,East Allegheny SD,SD,8340,East Allegheny JSHS,714,446,62.5%,,
103022803,East Allegheny SD,SD,8339,Logan El Sch,757,533,70.4%,,
117412003,East Lycoming SD,SD,3021,Carl G Renn El Sch,195,74,37.9%,,
117412003,East Lycoming SD,SD,3018,George A Ferrell El Sch,142,54,38.0%,,
117412003,East Lycoming SD,SD,6364,Hughesville JSHS,747,272,36.4%,,
117412003,East Lycoming SD,SD,3019,Joseph C Ashkar El Sch,533,245,46.0%,,
121392303,East Penn SD,SD,2799,Alburtis El Sch,354,106,29.9%,,
121392303,East Penn SD,SD,2809,Emmaus HS,2850,751,26.4%,,
121392303,East Penn SD,SD,7560,Eyer MS,867,198,22.8%,,
121392303,East Penn SD,SD,2808,Jefferson El Sch,270,102,37.8%,,
121392303,East Penn SD,SD,2802,Lincoln El Sch,375,131,34.9%,,
121392303,East Penn SD,SD,7559,Lower Macungie MS,1094,361,33.0%,,
121392303,East Penn SD,SD,2804,Macungie El Sch,498,124,24.9%,,
121392303,East Penn SD,SD,5239,Shoemaker El Sch,587,123,21.0%,,
121392303,East Penn SD,SD,4827,Wescosville El Sch,500,138,27.6%,,
121392303,East Penn SD,SD,8133,Willow Lane El Sch,620,151,24.4%,,
115212503,East Pennsboro Area SD,SD,5220,East Pennsboro Area MS,575,221,38.4%,,
115212503,East Pennsboro Area SD,SD,1707,East Pennsboro Area SHS,747,245,32.8%,,
115212503,East Pennsboro Area SD,SD,1705,East Pennsboro El Sch,605,240,39.7%,,
115212503,East Pennsboro Area SD,SD,4850,West Creek Hills El Sch,550,205,37.3%,,
120452003,East Stroudsburg Area SD,SD,7536,Bushkill El Sch,365,235,64.4%,,
120452003,East Stroudsburg Area SD,SD,8016,East Stroudsburg El Sch,613,318,51.9%,,
120452003,East Stroudsburg Area SD,SD,7641,East Stroudsburg SHS North,949,464,48.9%,,
120452003,East Stroudsburg Area SD,SD,6935,East Stroudsburg SHS South,1337,613,45.8%,,
120452003,East Stroudsburg Area SD,SD,3204,J M Hill El Sch,429,284,66.2%,,
120452003,East Stroudsburg Area SD,SD,7366,J T Lambert Intermediate Sch,915,464,50.7%,,
120452003,East Stroudsburg Area SD,SD,7642,Lehman Intermediate Sch,626,340,54.3%,,
120452003,East Stroudsburg Area SD,SD,3201,Middle Smithfield El Sch,415,276,66.5%,,
120452003,East Stroudsburg Area SD,SD,7411,Resica El Sch,417,237,56.8%,,
120452003,East Stroudsburg Area SD,SD,3202,Smithfield El Sch,341,186,54.5%,,
123463507,Eastern Center for Arts & Technology,CTC,4822,Eastern Center for Arts & Technology,607,191,31.5%,,
113362303,Eastern Lancaster County SD,SD,2552,Blue Ball El Sch,430,192,44.7%,,
113362303,Eastern Lancaster County SD,SD,2500,Brecknock El Sch,443,155,35.0%,,
113362303,Eastern Lancaster County SD,SD,7209,Garden Spot MS,439,185,42.1%,,
113362303,Eastern Lancaster County SD,SD,2554,Garden Spot SHS,950,357,37.6%,,
113362303,Eastern Lancaster County SD,SD,4707,New Holland Elementary,524,240,45.8%,,
113382303,Eastern Lebanon County SD,SD,6612,Eastern Lebanon Co MS,587,224,38.2%,,
113382303,Eastern Lebanon County SD,SD,2740,Eastern Lebanon Co SHS,747,275,36.8%,,
113382303,Eastern Lebanon County SD,SD,8137,ELCO Intermd Sch,556,224,40.3%,,
113382303,Eastern Lebanon County SD,SD,6611,Fort Zeller El Sch,284,107,37.7%,,
113382303,Eastern Lebanon County SD,SD,2735,Jackson El Sch,205,71,34.6%,,
107652207,Eastern Westmoreland CTC,CTC,6174,Eastern Westmoreland CTC,497,204,41.0%,,
112672203,Eastern York SD,SD,4559,Canadochly El Sch,365,166,45.5%,,
112672203,Eastern York SD,SD,4564,Eastern York HS,666,312,46.8%,,
112672203,Eastern York SD,SD,7439,Eastern York MS,567,258,45.5%,,
112672203,Eastern York SD,SD,6285,Kreutz Creek El Sch,362,167,46.1%,,
112672203,Eastern York SD,SD,4563,Wrightsville El Sch,327,170,52.0%,,
120483302,Easton Area SD,SD,4915,Cheston El Sch,573,397,69.3%,,
120483302,Easton Area SD,SD,3482,Easton Area HS,2827,1077,38.1%,,
120483302,Easton Area SD,SD,8351,Easton Area MS,1928,810,42.0%,,
120483302,Easton Area SD,SD,3477,Forks El Sch,320,66,20.6%,,
120483302,Easton Area SD,SD,3478,March El Sch,277,136,49.1%,,
120483302,Easton Area SD,SD,3473,Palmer El Sch,520,182,35.0%,,
120483302,Easton Area SD,SD,5350,Paxinosa El Sch,626,506,80.8%,,
120483302,Easton Area SD,SD,8058,Shawnee El Sch,601,123,20.5%,,
120483302,Easton Area SD,SD,5064,Tracy El Sch,417,112,26.9%,,
120486892,Easton Arts Academy Elementary CS,CS,8391,Easton Arts Academy Elementary CS,308,152,49.4%,,
103023153,Elizabeth Forward SD,SD,0136,Central El Sch,280,69,24.6%,,
103023153,Elizabeth Forward SD,SD,4804,Elizabeth Forward MS,572,200,35.0%,,
103023153,Elizabeth Forward SD,SD,0144,Elizabeth Forward SHS,755,260,34.4%,,
103023153,Elizabeth Forward SD,SD,8115,Greenock El Sch,204,91,44.6%,,
103023153,Elizabeth Forward SD,SD,0142,Mt Vernon El Sch,203,85,41.9%,,
103023153,Elizabeth Forward SD,SD,0139,William Penn El Sch,332,159,47.9%,,
113362403,Elizabethtown Area SD,SD,2555,Bainbridge El Sch,174,49,28.2%,,
113362403,Elizabethtown Area SD,SD,8190,Bear Creek School,823,289,35.1%,,
113362403,Elizabethtown Area SD,SD,2561,East High Street El Sch,283,114,40.3%,,
113362403,Elizabethtown Area SD,SD,6862,Elizabethtown Area MS,892,293,32.8%,,
113362403,Elizabethtown Area SD,SD,2562,Elizabethtown Area SHS,1221,339,27.8%,,
113362403,Elizabethtown Area SD,SD,2558,Mill Road El Sch,136,59,43.4%,,
113362403,Elizabethtown Area SD,SD,2559,Rheems El Sch,135,43,31.9%,,
119582503,Elk Lake SD,SD,6417,Elk Lake El Sch,558,308,55.2%,,
119582503,Elk Lake SD,SD,6418,Elk Lake JSHS,532,284,53.4%,,
104372003,Ellwood City Area SD,SD,8166,Hartman Intrmd Sch,241,127,52.7%,,
104372003,Ellwood City Area SD,SD,2675,Lincoln JSHS,692,366,52.9%,,
104372003,Ellwood City Area SD,SD,8167,North Side Primary School,347,195,56.2%,,
104372003,Ellwood City Area SD,SD,8165,Perry Lower Intrmd Sch,247,148,59.9%,,
199025446,Environmental CS at Frick Park,CS,8028,Environmental CS at Frick Park,1011,288,28.5%,,
113362603,Ephrata Area SD,SD,2564,Akron El Sch,275,132,48.0%,,
113362603,Ephrata Area SD,SD,2568,Clay El Sch,382,136,35.6%,,
113362603,Ephrata Area SD,SD,8458,Ephrata Intermediate Sch,603,286,47.4%,,
113362603,Ephrata Area SD,SD,6712,Ephrata MS,679,309,45.5%,,
113362603,Ephrata Area SD,SD,6293,Ephrata SHS,1304,524,40.2%,,
113362603,Ephrata Area SD,SD,2563,Fulton El Sch,308,174,56.5%,,
113362603,Ephrata Area SD,SD,2570,Highland El Sch,450,216,48.0%,,
105252602,Erie City SD,SD,2003,Diehl Sch,469,440,93.8%,,
105252602,Erie City SD,SD,8419,East MS,649,589,90.8%,,
105252602,Erie City SD,SD,2004,Edison El Sch,432,391,90.5%,,
105252602,Erie City SD,SD,8417,Erie HS,2331,1935,83.0%,,
105252602,Erie City SD,SD,2001,Grover Cleveland El Sch,558,408,73.1%,,
105252602,Erie City SD,SD,2009,Harding Sch,589,490,83.2%,,
105252602,Erie City SD,SD,2011,Jefferson El Sch,401,323,80.5%,,
105252602,Erie City SD,SD,2021,JoAnna Connell Sch,542,400,73.8%,,
105252602,Erie City SD,SD,2013,Lincoln El Sch,390,316,81.0%,,
105252602,Erie City SD,SD,2016,McKinley El Sch,431,390,90.5%,,
105252602,Erie City SD,SD,7515,Northwest PA Collegiate Academy,732,330,45.1%,,
105252602,Erie City SD,SD,2018,Perry El Sch,439,360,82.0%,,
105252602,Erie City SD,SD,7035,Pfeiffer-Burleigh Sch,535,484,90.5%,,
105252602,Erie City SD,SD,8420,Strong Vincent MS,801,614,76.7%,,
105252602,Erie City SD,SD,2025,Woodrow Wilson MS,797,647,81.2%,,
105252807,Erie County Technical School,CTC,5045,Erie County Technical School,719,397,55.2%,,
105257512,Erie Rise Leadership Academy CS,CS,8163,Erie Rise Leadership Academy CS,347,347,100.0%,,
126513440,Esperanza Academy CS,CS,7665,Esperanza Academy CS,1610,1301,80.8%,,
126511563,Esperanza Cyber CS,CS,8216,Esperanza Cyber CS,919,877,95.4%,,
126513100,Eugenio Maria De Hostos CS,CS,7564,Eugenio Maria DE Hostos CS,493,363,73.6%,,
108053003,Everett Area SD,SD,0735,Breezewood El Sch,78,38,48.7%,,
108053003,Everett Area SD,SD,7006,Everett Area El Sch,437,251,57.4%,,
108053003,Everett Area SD,SD,7897,Everett Area HS,372,201,54.0%,,
108053003,Everett Area SD,SD,7898,Everett Area MS,304,172,56.6%,,
120450003,Evergreen Community CS,CS,7866,Evergreen Community CS,101,0,0.0%,,
121398065,Executive Education Academy CS,CS,8325,Executive Education Academy CS,1338,897,67.0%,,
114062003,Exeter Township SD,SD,0787,Exeter Twp JHS,616,192,31.2%,,
114062003,Exeter Township SD,SD,0788,Exeter Twp SHS,1264,368,29.1%,,
114062003,Exeter Township SD,SD,6731,Jacksonwald El Sch,383,124,32.4%,,
114062003,Exeter Township SD,SD,0786,Lorane El Sch,456,145,31.8%,,
114062003,Exeter Township SD,SD,0783,Owatin Creek El Sch,537,108,20.1%,,
114062003,Exeter Township SD,SD,7755,Reiffton Sch,617,203,32.9%,,
112013054,Fairfield Area SD,SD,6270,Fairfield Area El Sch,351,120,34.2%,,
112013054,Fairfield Area SD,SD,6269,Fairfield Area HS,312,91,29.2%,,
112013054,Fairfield Area SD,SD,7322,Fairfield Area MS,273,70,25.6%,,
105253303,Fairview SD,SD,7466,Fairview El Sch,698,144,20.6%,,
105253303,Fairview SD,SD,6737,Fairview HS,571,135,23.6%,,
105253303,Fairview SD,SD,2032,Fairview MS,576,127,22.0%,,
112282004,Fannett-Metal SD,SD,6826,Fannett-Metal El Sch,159,82,51.6%,,
112282004,Fannett-Metal SD,SD,7508,Fannett-Metal MS,104,43,41.3%,,
112282004,Fannett-Metal SD,SD,2201,Fannett-Metal SHS,144,52,36.1%,,
104432503,Farrell Area SD,SD,7119,Farrell Area ES/LMS,384,384,100.0%,,
104432503,Farrell Area SD,SD,5248,Farrell Area HS/UMS,280,280,100.0%,,
101262507,Fayette County Career & Technical Instit,CTC,4842,Fayette County Career & Technical Instit,638,319,50.0%,,
119350001,Fell CS,CS,7746,Fell CS,138,109,79.0%,,
108112003,Ferndale Area SD,SD,1225,Ferndale Area JSHS,263,152,57.8%,,
108112003,Ferndale Area SD,SD,1223,Ferndale El Sch,313,225,71.9%,,
100510000,First Philadelphia Preparatory CS,CS,7744,First Philadelphia Preparatory CS,1786,1351,75.6%,,
114062503,Fleetwood Area SD,SD,0791,Andrew Maier El Sch,227,67,29.5%,,
114062503,Fleetwood Area SD,SD,6311,Fleetwood MS,676,227,33.6%,,
114062503,Fleetwood Area SD,SD,5023,Fleetwood SHS,822,231,28.1%,,
114062503,Fleetwood Area SD,SD,8057,Willow Creek El Sch,541,197,36.4%,,
126510021,Folk Arts-Cultural Treasures CS,CS,7857,Folk Arts-Cultural Treasures CS,463,246,53.1%,,
103023807,Forbes Road CTC,CTC,5016,Forbes Road CTC,757,543,71.7%,,
111292304,Forbes Road SD,SD,6840,Forbes Road El Sch,213,85,39.9%,,
111292304,Forbes Road SD,SD,2246,Forbes Road JSHS,134,44,32.8%,,
106272003,Forest Area SD,SD,6160,East Forest El Sch,74,46,62.2%,,
106272003,Forest Area SD,SD,6159,East Forest JSHS,72,38,52.8%,,
106272003,Forest Area SD,SD,6701,West Forest El Sch,125,65,52.0%,,
106272003,Forest Area SD,SD,6161,West Forest JSHS,132,63,47.7%,,
119583003,Forest City Regional SD,SD,6420,Forest City Regional El Sch,423,269,63.6%,,
119583003,Forest City Regional SD,SD,6419,Forest City Regional HS,345,172,49.9%,,
108112203,Forest Hills SD,SD,6899,Forest Hills El Sch,969,424,43.8%,,
108112203,Forest Hills SD,SD,8382,Forest Hills JSHS,827,383,46.3%,,
101632403,Fort Cherry SD,SD,7187,Fort Cherry El Ctr,448,196,43.8%,,
101632403,Fort Cherry SD,SD,4242,Fort Cherry JSHS,444,190,42.8%,,
105253553,Fort LeBoeuf SD,SD,5328,Fort LeBoeuf MS,515,219,42.5%,,
105253553,Fort LeBoeuf SD,SD,2037,Fort LeBoeuf SHS,648,294,45.4%,,
105253553,Fort LeBoeuf SD,SD,5226,Mill Village El Sch,117,56,47.9%,,
105253553,Fort LeBoeuf SD,SD,2036,Robison El Sch,367,122,33.2%,,
105253553,Fort LeBoeuf SD,SD,2035,Waterford El Sch,345,197,57.1%,,
103023912,Fox Chapel Area SD,SD,0147,Dorseyville MS,957,207,21.6%,,
103023912,Fox Chapel Area SD,SD,0149,Fairview El Sch,375,27,7.2%,,
103023912,Fox Chapel Area SD,SD,0156,Fox Chapel Area HS,1309,306,23.4%,,
103023912,Fox Chapel Area SD,SD,6780,Hartwood El Sch,397,101,25.4%,,
103023912,Fox Chapel Area SD,SD,0153,Kerr El Sch,416,355,85.3%,,
103023912,Fox Chapel Area SD,SD,0461,OHara El Sch,697,86,12.3%,,
106612203,Franklin Area SD,SD,4667,Central El Sch,414,311,75.1%,,
106612203,Franklin Area SD,SD,4106,Franklin Area JSHS,859,406,47.3%,,
106612203,Franklin Area SD,SD,4101,Sandycreek El Sch,314,123,39.2%,,
106612203,Franklin Area SD,SD,6166,Victory El Sch,221,108,48.9%,,
112282307,Franklin County CTC,CTC,5119,Franklin County CTC,477,187,39.2%,,
107652603,Franklin Regional SD,SD,7163,Franklin Regional Intermediate Sch,733,122,16.6%,,
107652603,Franklin Regional SD,SD,7602,Franklin Regional MS,794,132,16.6%,,
107652603,Franklin Regional SD,SD,4357,Franklin Regional Primary Sch,731,118,16.1%,,
107652603,Franklin Regional SD,SD,4360,Franklin Regional SHS,1101,180,16.3%,,
147513703,Franklin Towne Charter Elementary School,CS,8123,Franklin Towne Charter Elementary School,929,507,54.6%,,
126513450,Franklin Towne CHS,CS,7666,Franklin Towne CHS,1261,764,60.6%,,
101262903,Frazier SD,SD,6686,Frazier El Sch,485,234,48.2%,,
101262903,Frazier SD,SD,2126,Frazier HS,308,122,39.6%,,
101262903,Frazier SD,SD,7176,Frazier MS,250,123,49.2%,,
126518547,Frederick Douglass Mastery CS,CS,8150,Frederick Douglass Mastery CS,654,575,87.9%,,
127042853,Freedom Area SD,SD,8357,Freedom Area El Sch,437,223,51.0%,,
127042853,Freedom Area SD,SD,8356,Freedom Area MS,389,221,56.8%,,
127042853,Freedom Area SD,SD,6563,Freedom Area SHS,401,184,45.9%,,
128033053,Freeport Area SD,SD,0591,Buffalo El Sch,574,112,19.5%,,
128033053,Freeport Area SD,SD,8346,Freeport Area MS,435,105,24.1%,,
128033053,Freeport Area SD,SD,0594,Freeport Area SHS,543,132,24.3%,,
128033053,Freeport Area SD,SD,0592,South Buffalo El Sch,246,104,42.3%,,
126513270,Freire CS,CS,7586,Freire CS,989,810,81.9%,,
111292507,Fulton County Center for Career and Tech,CTC,7192,Fulton County Center for Career and Tech,136,56,41.2%,,
109532804,Galeton Area SD,SD,6223,Galeton Area Sch,325,194,59.7%,,
125234103,Garnet Valley SD,SD,7714,Bethel Springs El Sch,458,50,10.9%,,
125234103,Garnet Valley SD,SD,6506,Concord El Sch,683,81,11.9%,,
125234103,Garnet Valley SD,SD,7486,Garnet Valley El Sch,737,86,11.7%,,
125234103,Garnet Valley SD,SD,1869,Garnet Valley HS,1546,195,12.6%,,
125234103,Garnet Valley SD,SD,7313,Garnet Valley MS,1076,128,11.9%,,
103024102,Gateway SD,SD,0161,Dr Cleveland Steward Jr El Sch,307,207,67.4%,,
103024102,Gateway SD,SD,0157,Evergreen El Sch,275,110,40.0%,,
103024102,Gateway SD,SD,0170,Gateway SHS,1124,459,40.8%,,
103024102,Gateway SD,SD,8489,Moss Side MS,1053,418,39.7%,,
103024102,Gateway SD,SD,5191,Ramsey El Sch,334,150,44.9%,,
103024102,Gateway SD,SD,0165,University Park El Sch,329,145,44.1%,,
105253903,General McLane SD,SD,2038,Edinboro El Sch,413,154,37.3%,,
105253903,General McLane SD,SD,2040,General McLane HS,703,227,32.3%,,
105253903,General McLane SD,SD,5225,James W Parker MS,675,238,35.3%,,
105253903,General McLane SD,SD,2039,McKean El Sch,326,102,31.3%,,
112013753,Gettysburg Area SD,SD,8176,Franklin Twp El Sch,361,139,38.5%,,
112013753,Gettysburg Area SD,SD,6271,Gettysburg Area HS,1031,357,34.6%,,
112013753,Gettysburg Area SD,SD,0010,Gettysburg Area MS,740,320,43.2%,,
112013753,Gettysburg Area SD,SD,5126,James Gettys El Sch,330,139,42.1%,,
112013753,Gettysburg Area SD,SD,7592,Lincoln El Sch,392,169,43.1%,,
197010542,Gettysburg Montessori CS,CS,8147,Gettysburg Montessori CS,264,107,40.5%,,
129544907,Gillingham Charter School,CS,8161,Gillingham Charter School,231,164,71.0%,,
105254053,Girard SD,SD,2042,Elk Valley El Sch,572,335,58.6%,,
105254053,Girard SD,SD,2043,Girard HS,493,266,54.0%,,
105254053,Girard SD,SD,6777,Rice Avenue MS,477,290,60.8%,,
110173003,Glendale SD,SD,6952,Glendale El Sch,317,165,52.1%,,
110173003,Glendale SD,SD,5219,Glendale JSHS,358,177,49.4%,,
126513380,Global Leadership Academy CS,CS,7639,Global Leadership Academy CS,632,433,68.5%,,
126518004,Global Leadership Academy CS Southwest a,CS,8390,Global Leadership Academy CS Southwest a,528,438,83.0%,,
114063003,Governor Mifflin SD,SD,0793,Brecknock El Sch,495,205,41.4%,,
114063003,Governor Mifflin SD,SD,0794,Cumru El Sch,410,221,53.9%,,
114063003,Governor Mifflin SD,SD,0801,Governor Mifflin MS,619,300,48.5%,,
114063003,Governor Mifflin SD,SD,0802,Governor Mifflin SHS,1483,634,42.8%,,
114063003,Governor Mifflin SD,SD,6794,Intermediate Sch,546,262,48.0%,,
114063003,Governor Mifflin SD,SD,8096,Mifflin Park El Sch,472,273,57.8%,,
124153503,Great Valley SD,SD,1368,Charlestown El Sch,372,30,8.1%,,
124153503,Great Valley SD,SD,7695,General Wayne El Sch,623,72,11.6%,,
124153503,Great Valley SD,SD,1424,Great Valley HS,1403,236,16.8%,,
124153503,Great Valley SD,SD,1422,Great Valley MS,1085,177,16.3%,,
124153503,Great Valley SD,SD,6479,Kathryn D. Markley El Sch,631,123,19.5%,,
124153503,Great Valley SD,SD,1461,Sugartown El Sch,496,99,20.0%,,
108070607,Greater Altoona CTC,CTC,6193,Greater Altoona CTC,977,481,49.2%,,
108112607,Greater Johnstown CTC,CTC,5288,Greater Johnstown CTC,474,303,63.9%,,
108112502,Greater Johnstown SD,SD,8405,Greater Johnstown El Sch,1273,1220,95.8%,,
108112502,Greater Johnstown SD,SD,1252,Greater Johnstown MS,612,604,98.7%,,
108112502,Greater Johnstown SD,SD,8314,Greater Johnstown School District's Cybe,100,97,97.0%,,
108112502,Greater Johnstown SD,SD,1251,Greater Johnstown SHS,1011,994,98.3%,,
107653102,Greater Latrobe SD,SD,4379,Baggaley El Sch,518,213,41.1%,,
107653102,Greater Latrobe SD,SD,6957,Greater Latrobe JHS,568,244,43.0%,,
107653102,Greater Latrobe SD,SD,4845,Greater Latrobe SHS,1178,332,28.2%,,
107653102,Greater Latrobe SD,SD,4386,Latrobe El Sch,641,339,52.9%,,
107653102,Greater Latrobe SD,SD,4380,Mountain View El Sch,562,113,20.1%,,
118402603,Greater Nanticoke Area SD,SD,7768,GNA El Ctr,507,371,73.2%,,
118402603,Greater Nanticoke Area SD,SD,8430,Greater Nanticoke Area Ed Ctr,528,372,70.5%,,
118402603,Greater Nanticoke Area SD,SD,5242,Greater Nanticoke Area SHS,719,474,65.9%,,
118402603,Greater Nanticoke Area SD,SD,8429,Kennedy Early Childhood Center,487,350,71.9%,,
126510005,Green Woods CS,CS,7748,Green Woods CS,676,175,25.9%,,
112283003,Greencastle-Antrim SD,SD,2202,Greencastle-Antrim El Sch,668,217,32.5%,,
112283003,Greencastle-Antrim SD,SD,5117,Greencastle-Antrim MS,728,205,28.2%,,
112283003,Greencastle-Antrim SD,SD,7427,Greencastle-Antrim Pri Sch,604,198,32.8%,,
112283003,Greencastle-Antrim SD,SD,2206,Greencastle-Antrim SHS,1027,278,27.1%,,
101302607,Greene County CTC,CTC,5282,Greene County CTC,298,298,100.0%,,
107653203,Greensburg Salem SD,SD,7329,Amos K Hutchinson El Sch,558,83,14.9%,,
107653203,Greensburg Salem SD,SD,4373,Greensburg-Salem HS,839,322,38.4%,,
107653203,Greensburg Salem SD,SD,4372,Greensburg-Salem MS,594,286,48.1%,,
107653203,Greensburg Salem SD,SD,5166,Metzgar El Sch,294,90,30.6%,,
107653203,Greensburg Salem SD,SD,5165,Nicely El Sch,297,43,14.5%,,
104432803,Greenville Area SD,SD,8428,Greenville El Sch,621,373,60.1%,,
104432803,Greenville Area SD,SD,3137,Greenville JSHS,631,319,50.6%,,
115503004,Greenwood SD,SD,7062,Greenwood El Sch,338,104,30.8%,,
115503004,Greenwood SD,SD,6341,Greenwood HS,242,74,30.6%,,
115503004,Greenwood SD,SD,7468,Greenwood MS,190,58,30.5%,,
104432903,Grove City Area SD,SD,8409,Grove City Area George Jr El Sch,6,6,100.0%,,
104432903,Grove City Area SD,SD,6125,Grove City Area George Jr HS,98,98,100.0%,,
104432903,Grove City Area SD,SD,7316,Grove City Area George Jr MS,31,31,100.0%,,
104432903,Grove City Area SD,SD,3145,Grove City Area HS,620,192,31.0%,,
104432903,Grove City Area SD,SD,8202,Grove City Area MS,398,127,31.9%,,
104432903,Grove City Area SD,SD,6844,Hillview El Sch,778,285,36.6%,,
115222504,Halifax Area SD,SD,5038,Halifax Area El Sch,354,125,35.3%,,
115222504,Halifax Area SD,SD,6330,Halifax Area HS,234,63,26.9%,,
115222504,Halifax Area SD,SD,6331,Halifax Area MS,279,79,28.3%,,
114063503,Hamburg Area SD,SD,0808,Hamburg Area HS,687,258,37.6%,,
114063503,Hamburg Area SD,SD,7447,Hamburg Area Middle School,487,234,48.0%,,
114063503,Hamburg Area SD,SD,0809,Perry El Sch,342,109,31.9%,,
114063503,Hamburg Area SD,SD,7992,Tilden El Center,533,258,48.4%,,
103024603,Hampton Township SD,SD,0175,Central El Sch,448,48,10.7%,,
103024603,Hampton Township SD,SD,5190,Hampton HS,914,128,14.0%,,
103024603,Hampton Township SD,SD,0179,Hampton MS,656,116,17.7%,,
103024603,Hampton Township SD,SD,0178,Poff El Sch,326,29,8.9%,,
103024603,Hampton Township SD,SD,0176,Wyland El Sch,355,50,14.1%,,
118403003,Hanover Area SD,SD,2891,Hanover Area JSHS,931,490,52.6%,,
118403003,Hanover Area SD,SD,7007,Hanover Area Memorial El Sch,302,180,59.6%,,
118403003,Hanover Area SD,SD,8199,Hanover Green El Sch,282,101,35.8%,,
118403003,Hanover Area SD,SD,2888,Lee Park El Sch,311,161,51.8%,,
118403003,Hanover Area SD,SD,8479,Lyndwood El Sch,233,102,43.8%,,
112672803,Hanover Public SD,SD,4565,Clearview El Sch,261,145,55.6%,,
112672803,Hanover Public SD,SD,4570,Hanover MS,635,358,56.4%,,
112672803,Hanover Public SD,SD,4571,Hanover SHS,600,299,49.8%,,
112672803,Hanover Public SD,SD,4566,Hanover Street El Sch,287,202,70.4%,,
112672803,Hanover Public SD,SD,4568,Washington El Sch,232,115,49.6%,,
126512850,Harambee Institute of Science and Techno,CS,7511,Harambee Institute of Science and Techno,597,402,67.3%,,
105254353,Harbor Creek SD,SD,2047,Clark El Sch,278,95,34.2%,,
105254353,Harbor Creek SD,SD,2048,Harbor Creek Junior HS,355,130,36.6%,,
105254353,Harbor Creek SD,SD,7948,Harbor Creek Senior HS,629,184,29.3%,,
105254353,Harbor Creek SD,SD,2046,Klein El Sch,306,116,37.9%,,
105254353,Harbor Creek SD,SD,5227,Rolling Ridge El Sch,452,169,37.4%,,
