Fiscal Year,AUN,School District,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi,H,"Market Value
Aid Ratio
July 2020",Percent Difference,"Market Value / Personal Income
Aid Ratio
July 2020",Percent Difference
20202021,119586503,Susquehanna Community SD,Susquehanna,"$267,889,085","$87,205,897",960.802,"$278,818",0.6903,"$90,763",0.7734,0.7234,,0.6904,-0.01%,0.7116,1.66%
20202021,117596003,Northern Tioga SD,Tioga,"$726,526,207","$209,410,097","2,545.428","$285,423",0.6829,"$82,269",0.7946,0.7275,,0.6829,0.00%,0.7243,0.44%
20202021,117597003,Southern Tioga SD,Tioga,"$984,098,040","$305,134,493","2,198.671","$447,587",0.5027,"$138,781",0.6535,0.5630,,0.5029,-0.04%,0.5643,-0.23%
20202021,117598503,Wellsboro Area SD,Tioga,"$894,128,257","$250,984,665","1,822.691","$490,553",0.4550,"$137,700",0.6562,0.5354,,0.4552,-0.04%,0.5325,0.54%
20202021,116604003,Lewisburg Area SD,Union,"$1,240,074,044","$531,620,339","2,336.137","$530,822",0.4103,"$227,563",0.4319,0.4188,,0.4105,-0.05%,0.4171,0.41%
20202021,116605003,Mifflinburg Area SD,Union,"$1,061,359,801","$351,930,394","2,480.412","$427,896",0.5246,"$141,883",0.6458,0.5730,,0.5248,-0.04%,0.5753,-0.40%
20202021,106611303,Cranberry Area SD,Venango,"$536,212,562","$193,070,780","1,339.427","$400,329",0.5553,"$144,144",0.6401,0.5891,,0.5554,-0.02%,0.5858,0.56%
20202021,106612203,Franklin Area SD,Venango,"$694,251,066","$286,098,391","2,273.094","$305,421",0.6607,"$125,862",0.6858,0.6707,,0.6608,-0.02%,0.6654,0.80%
20202021,106616203,Oil City Area SD,Venango,"$376,078,816","$253,273,897","2,345.035","$160,372",0.8219,"$108,004",0.7304,0.7852,,0.8219,0.00%,0.7808,0.56%
20202021,106617203,Titusville Area SD,Venango,"$467,449,526","$231,998,212","2,247.958","$207,944",0.7690,"$103,203",0.7424,0.7583,,0.7691,-0.01%,0.7565,0.24%
20202021,106618603,Valley Grove SD,Venango,"$270,337,409","$119,295,047",997.740,"$270,949",0.6990,"$119,565",0.7015,0.7000,,0.6991,-0.01%,0.7026,-0.37%
20202021,105628302,Warren County SD,Warren,"$1,481,285,284","$698,710,601","5,295.144","$279,744",0.6892,"$131,953",0.6706,0.6817,,0.6893,-0.01%,0.6803,0.21%
20202021,101630504,Avella Area SD,Washington,"$244,841,316","$139,894,769",628.951,"$389,285",0.5675,"$222,425",0.4447,0.5183,,0.5677,-0.04%,0.5174,0.17%
20202021,101630903,Bentworth SD,Washington,"$425,793,871","$233,377,680","1,324.526","$321,468",0.6429,"$176,197",0.5601,0.6097,,0.6430,-0.02%,0.6145,-0.78%
20202021,101631003,Bethlehem-Center SD,Washington,"$340,170,490","$184,948,452","1,432.555","$237,457",0.7362,"$129,103",0.6777,0.7127,,0.7363,-0.01%,0.7015,1.60%
20202021,101631203,Burgettstown Area SD,Washington,"$513,209,271","$241,919,389","1,308.591","$392,184",0.5643,"$184,870",0.5385,0.5539,,0.5645,-0.04%,0.5533,0.11%
20202021,101631503,California Area SD,Washington,"$364,106,387","$160,832,871","1,051.608","$346,237",0.6154,"$152,939",0.6182,0.6164,,0.6155,-0.02%,0.6151,0.21%
20202021,101631703,Canon-McMillan SD,Washington,"$3,655,743,254","$1,537,381,988","6,267.794","$583,258",0.3520,"$245,282",0.3876,0.3662,,0.3522,-0.06%,0.3697,-0.95%
20202021,101631803,Charleroi SD,Washington,"$440,074,082","$241,407,902","1,810.212","$243,106",0.7299,"$133,358",0.6671,0.7047,,0.7300,-0.01%,0.7010,0.53%
20202021,101631903,Chartiers-Houston SD,Washington,"$646,999,599","$271,390,196","1,358.028","$476,425",0.4707,"$199,841",0.5011,0.4828,,0.4709,-0.04%,0.4830,-0.04%
20202021,101632403,Fort Cherry SD,Washington,"$462,346,198","$245,673,075","1,203.813","$384,068",0.5733,"$204,079",0.4905,0.5401,,0.5735,-0.03%,0.5381,0.37%
20202021,101633903,McGuffey SD,Washington,"$877,936,255","$379,076,528","1,915.399","$458,356",0.4908,"$197,909",0.5059,0.4967,,0.4910,-0.04%,0.4933,0.69%
20202021,101636503,Peters Township SD,Washington,"$2,706,837,560","$1,614,749,558","4,746.023","$570,338",0.3664,"$340,232",0.1505,0.2800,,0.3666,-0.05%,0.2939,-4.73%
20202021,101637002,Ringgold SD,Washington,"$1,196,033,680","$613,074,689","3,451.687","$346,506",0.6151,"$177,615",0.5566,0.5916,,0.6152,-0.02%,0.5904,0.20%
20202021,101638003,Trinity Area SD,Washington,"$1,863,903,901","$830,230,009","3,802.733","$490,148",0.4555,"$218,324",0.4549,0.4552,,0.4556,-0.02%,0.4671,-2.55%
20202021,101638803,Washington SD,Washington,"$540,557,031","$263,989,394","1,800.979","$300,146",0.6666,"$146,581",0.6341,0.6535,,0.6667,-0.01%,0.6126,6.68%
20202021,119648703,Wayne Highlands SD,Wayne,"$2,378,536,675","$431,589,074","3,056.508","$778,187",0.1354,"$141,203",0.6475,0.3402,,0.1357,-0.22%,0.3317,2.56%
20202021,119648903,Western Wayne SD,Wayne,"$1,730,914,406","$314,102,090","2,205.164","$784,936",0.1279,"$142,439",0.6444,0.3344,,0.1276,0.24%,0.3363,-0.56%
20202021,107650603,Belle Vernon Area SD,Westmoreland,"$1,083,749,358","$495,509,693","2,965.275","$365,480",0.5940,"$167,104",0.5828,0.5895,,0.5941,-0.02%,0.5849,0.79%
20202021,107650703,Burrell SD,Westmoreland,"$871,538,233","$401,099,714","2,133.619","$408,478",0.5462,"$187,990",0.5307,0.5399,,0.5464,-0.04%,0.5544,-2.62%
20202021,107651603,Derry Area SD,Westmoreland,"$812,998,152","$353,389,888","2,389.811","$340,193",0.6221,"$147,873",0.6308,0.6255,,0.6222,-0.02%,0.6236,0.30%
20202021,107652603,Franklin Regional SD,Westmoreland,"$2,058,775,900","$1,191,528,997","4,066.345","$506,296",0.4375,"$293,022",0.2684,0.3698,,0.4377,-0.05%,0.3664,0.93%
20202021,107653102,Greater Latrobe SD,Westmoreland,"$1,978,035,317","$948,161,693","4,495.171","$440,035",0.5111,"$210,928",0.4734,0.4959,,0.5113,-0.04%,0.4951,0.16%
20202021,107653203,Greensburg Salem SD,Westmoreland,"$1,291,583,301","$603,963,463","3,277.334","$394,095",0.5622,"$184,284",0.5399,0.5532,,0.5624,-0.04%,0.5548,-0.29%
20202021,107653802,Hempfield Area SD,Westmoreland,"$3,371,633,181","$1,344,699,947","6,723.549","$501,466",0.4429,"$199,998",0.5007,0.4659,,0.4432,-0.07%,0.4582,1.68%
20202021,107654103,Jeannette City SD,Westmoreland,"$281,455,113","$153,611,476","1,226.411","$229,494",0.7451,"$125,252",0.6873,0.7219,,0.7452,-0.01%,0.7124,1.33%
20202021,107654403,Kiski Area SD,Westmoreland,"$1,394,009,793","$694,382,434","4,309.840","$323,448",0.6407,"$161,115",0.5978,0.6235,,0.6408,-0.02%,0.6231,0.06%
20202021,107654903,Ligonier Valley SD,Westmoreland,"$1,219,148,531","$497,928,084","1,924.137","$633,607",0.2961,"$258,779",0.3539,0.3191,,0.2963,-0.07%,0.3199,-0.25%
20202021,107655803,Monessen City SD,Westmoreland,"$189,938,845","$116,170,839",914.783,"$207,632",0.7694,"$126,992",0.6830,0.7348,,0.7694,0.00%,0.7312,0.49%
20202021,107655903,Mount Pleasant Area SD,Westmoreland,"$938,651,279","$411,414,767","2,499.249","$375,573",0.5828,"$164,615",0.5890,0.5852,,0.5829,-0.02%,0.5809,0.74%
20202021,107656303,New Kensington-Arnold SD,Westmoreland,"$490,870,800","$295,697,969","2,342.269","$209,570",0.7672,"$126,244",0.6848,0.7342,,0.7673,-0.01%,0.7295,0.64%
20202021,107656502,Norwin SD,Westmoreland,"$2,387,886,485","$1,229,320,597","6,309.465","$378,461",0.5795,"$194,837",0.5136,0.5531,,0.5797,-0.03%,0.5566,-0.63%
20202021,107657103,Penn-Trafford SD,Westmoreland,"$1,796,032,512","$922,700,564","4,543.194","$395,323",0.5608,"$203,095",0.4930,0.5336,,0.5610,-0.04%,0.5323,0.24%
20202021,107657503,Southmoreland SD,Westmoreland,"$842,451,119","$327,546,674","2,266.558","$371,687",0.5871,"$144,512",0.6392,0.6078,,0.5872,-0.02%,0.6125,-0.77%
20202021,107658903,Yough SD,Westmoreland,"$812,769,019","$370,921,901","2,311.572","$351,608",0.6094,"$160,463",0.5994,0.6053,,0.6095,-0.02%,0.6023,0.50%
20202021,119665003,Lackawanna Trail SD,Wyoming,"$509,102,460","$223,267,963","1,209.781","$420,822",0.5325,"$184,552",0.5393,0.5352,,0.5326,-0.02%,0.5220,2.53%
20202021,118667503,Tunkhannock Area SD,Wyoming,"$1,577,148,307","$483,263,985","2,720.962","$579,628",0.3560,"$177,607",0.5566,0.4362,,0.3563,-0.08%,0.4353,0.21%
20202021,112671303,Central York SD,York,"$3,175,478,286","$1,265,525,516","7,068.715","$449,229",0.5009,"$179,031",0.5530,0.5217,,0.5011,-0.04%,0.5180,0.71%
20202021,112671603,Dallastown Area SD,York,"$3,048,049,440","$1,392,609,973","7,787.940","$391,380",0.5652,"$178,816",0.5536,0.5605,,0.5653,-0.02%,0.5617,-0.21%
20202021,112671803,Dover Area SD,York,"$1,471,048,604","$652,731,565","4,325.884","$340,057",0.6222,"$150,889",0.6233,0.6226,,0.6224,-0.03%,0.6188,0.61%
20202021,112672203,Eastern York SD,York,"$1,154,067,043","$526,540,545","3,008.205","$383,639",0.5738,"$175,034",0.5630,0.5694,,0.5739,-0.02%,0.5631,1.12%
20202021,112672803,Hanover Public SD,York,"$920,035,476","$360,435,493","2,359.353","$389,952",0.5668,"$152,768",0.6186,0.5874,,0.5674,-0.11%,0.5751,2.14%
20202021,112674403,Northeastern York SD,York,"$1,712,583,001","$675,421,225","4,797.025","$357,009",0.6034,"$140,800",0.6485,0.6214,,0.6035,-0.02%,0.6255,-0.66%
20202021,115674603,Northern York County SD,York,"$1,579,223,707","$742,538,868","3,785.809","$417,142",0.5366,"$196,137",0.5103,0.5260,,0.5367,-0.02%,0.5241,0.36%
20202021,112675503,Red Lion Area SD,York,"$2,214,811,145","$1,015,565,524","6,335.638","$349,579",0.6116,"$160,294",0.5998,0.6068,,0.6118,-0.03%,0.6022,0.76%
20202021,112676203,South Eastern SD,York,"$1,418,691,924","$555,402,269","3,169.116","$447,661",0.5027,"$175,254",0.5625,0.5266,,0.5028,-0.02%,0.5265,0.02%
20202021,112676403,South Western SD,York,"$2,254,204,083","$1,033,909,227","5,095.894","$442,356",0.5086,"$202,890",0.4935,0.5025,,0.5086,0.00%,0.5037,-0.24%
20202021,112676503,Southern York County SD,York,"$1,738,773,624","$691,475,114","3,694.023","$470,699",0.4771,"$187,187",0.5327,0.4992,,0.4773,-0.04%,0.4934,1.18%
20202021,112676703,Spring Grove Area SD,York,"$1,870,068,678","$1,214,011,446","4,791.347","$390,301",0.5664,"$253,375",0.3674,0.4867,,0.5665,-0.02%,0.4821,0.95%
20202021,115219002,West Shore SD,York,"$4,814,224,983","$2,051,904,698","9,033.825","$532,911",0.4079,"$227,135",0.4329,0.4178,,0.4082,-0.07%,0.4216,-0.90%
20202021,112678503,West York Area SD,York,"$1,611,669,885","$656,903,306","3,853.070","$418,282",0.5353,"$170,488",0.5744,0.5508,,0.5355,-0.04%,0.5571,-1.13%
20202021,112679002,York City SD,York,"$965,713,858","$646,946,502","9,426.351","$102,448",0.8862,"$68,631",0.8287,0.8631,,0.8863,-0.01%,0.8670,-0.45%
20202021,112679403,York Suburban SD,York,"$1,784,044,097","$827,504,189","3,764.647","$473,894",0.4735,"$219,809",0.4512,0.4645,,0.4737,-0.04%,0.4622,0.50%
,,,,,,,,,,,,,,,,
,,,,"$873,338,627,696","$386,809,242,894","1,995,844.410",,,,,,,,,,
