county Name,AUN,LEA,School Code,School,Graduate Count,College Bound,Total College Bound %,2- or 4-Year College or University,2- Or 4-Year University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree Granting Institution,Specialized Assocate Degree Granting Institution %
,104103603,Karns City Area SD,1154,Karns City HS,118,68,57.63%,61,51.69%,70,59.32%,2,1.69%,7,5.93%
,,,9999,Karns City Area SD,8,1,12.50%,0,0.00%,1,12.50%,0,0.00%,1,12.50%
,104105003,Mars Area SD,1159,Mars Area SHS,234,199,85.04%,197,84.19%,207,88.46%,8,3.42%,2,0.85%
,,,9999,Mars Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104105353,Moniteau SD,1164,Moniteau JSHS,100,67,67.00%,64,64.00%,67,67.00%,0,0.00%,3,3.00%
,,,9999,Moniteau SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104107503,Slippery Rock Area SD,1172,Slippery Rock Area HS,154,103,66.88%,103,66.88%,110,71.43%,7,4.55%,0,0.00%
,,,9999,Slippery Rock Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104107803,South Butler County SD,1177,Knoch HS,187,131,70.05%,130,69.52%,135,72.19%,4,2.14%,1,0.53%
,,,9999,South Butler County SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104107903,Seneca Valley SD,8318,Seneca Valley HS,588,496,84.35%,495,84.18%,526,89.46%,30,5.10%,1,0.17%
,,,9999,Seneca Valley SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
Cambria,108110603,Blacklick Valley SD,5135,Blacklick Valley JSHS,35,23,65.71%,20,57.14%,23,65.71%,0,0.00%,3,8.57%
,,,9999,Blacklick Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108111203,Cambria Heights SD,5212,Cambria Heights SHS,112,78,69.64%,73,65.18%,81,72.32%,3,2.68%,5,4.46%
,108111303,Central Cambria SD,1208,Central Cambria HS,127,98,77.17%,94,74.02%,102,80.31%,4,3.15%,4,3.15%
,,,9999,Central Cambria SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108111403,Conemaugh Valley SD,5136,Conemaugh Valley JSHS,75,39,52.00%,39,52.00%,41,54.67%,2,2.67%,0,0.00%
,,,9999,Conemaugh Valley SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108112003,Ferndale Area SD,1225,Ferndale Area JSHS,44,27,61.36%,27,61.36%,28,63.64%,1,2.27%,0,0.00%
,,,9999,Ferndale Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108112203,Forest Hills SD,8382,Forest Hills JSHS,139,90,64.75%,86,61.87%,91,65.47%,1,0.72%,4,2.88%
,108112502,Greater Johnstown SD,1251,Greater Johnstown SHS,156,77,49.36%,64,41.03%,77,49.36%,0,0.00%,13,8.33%
,,,8314,Greater Johnstown School District's Cybe,14,4,28.57%,3,21.43%,4,28.57%,0,0.00%,1,7.14%
,,,9999,Greater Johnstown SD,10,3,30.00%,3,30.00%,3,30.00%,0,0.00%,0,0.00%
,108114503,Northern Cambria SD,6201,Northern Cambria HS,69,43,62.32%,40,57.97%,43,62.32%,0,0.00%,3,4.35%
,108116003,Penn Cambria SD,1213,Penn Cambria HS,131,96,73.28%,96,73.28%,103,78.63%,7,5.34%,0,0.00%
,,,9999,Penn Cambria SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108116303,Portage Area SD,1270,Portage Area JSHS,69,42,60.87%,34,49.28%,43,62.32%,1,1.45%,8,11.59%
,108116503,Richland SD,7941,Richland HS,114,76,66.67%,71,62.28%,76,66.67%,0,0.00%,5,4.39%
,,,9999,Richland SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108118503,Westmont Hilltop SD,8379,Westmont Hilltop JSHS,107,92,85.98%,86,80.37%,92,85.98%,0,0.00%,6,5.61%
Cameron,109122703,Cameron County SD,1299,Cameron County JSHS,44,19,43.18%,19,43.18%,19,43.18%,0,0.00%,0,0.00%
Carbon,121131507,Carbon Career & Technical Institute,4870,Carbon Career & Technical Institute,79,37,46.84%,37,46.84%,37,46.84%,0,0.00%,0,0.00%
,121135003,Jim Thorpe Area SD,1307,Jim Thorpe Area HS,135,104,77.04%,103,76.30%,111,82.22%,7,5.19%,1,0.74%
,,,9999,Jim Thorpe Area SD,7,2,28.57%,2,28.57%,2,28.57%,0,0.00%,0,0.00%
,121135503,Lehighton Area SD,1315,Lehighton Area HS,155,98,63.23%,96,61.94%,110,70.97%,12,7.74%,2,1.29%
,121136503,Palmerton Area SD,4734,Palmerton Area HS,107,83,77.57%,80,74.77%,84,78.50%,1,0.93%,3,2.80%
,,,9999,Palmerton Area SD,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
,121136603,Panther Valley SD,8348,Panther Valley JSHS,96,65,67.71%,61,63.54%,67,69.79%,2,2.08%,4,4.17%
,121139004,Weatherly Area SD,1327,Weatherly Area SHS,46,34,73.91%,34,73.91%,35,76.09%,1,2.17%,0,0.00%
,,,9999,Weatherly Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Centre,110141003,Bald Eagle Area SD,1335,Bald Eagle Area JSHS,131,66,50.38%,64,48.85%,69,52.67%,3,2.29%,2,1.53%
,110141103,Bellefonte Area SD,1343,Bellefonte Area HS,204,132,64.71%,123,60.29%,137,67.16%,5,2.45%,9,4.41%
,110147003,Penns Valley Area SD,6231,Penns Valley Area JSHS,110,80,72.73%,71,64.55%,80,72.73%,0,0.00%,9,8.18%
,110148002,State College Area SD,1364,State College Area HS,566,440,77.74%,436,77.03%,448,79.15%,8,1.41%,4,0.71%
Chester,124150002,21st Century Cyber CS,7691,21st Century Cyber CS,216,115,53.24%,113,52.31%,131,60.65%,16,7.41%,2,0.93%
,124150003,Avon Grove CS,7721,Avon Grove CS,74,59,79.73%,59,79.73%,60,81.08%,1,1.35%,0,0.00%
,,,9999,Avon Grove CS,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124150004,Pennsylvania Leadership Charter School,7819,Pennsylvania Leadership CS,345,223,64.64%,223,64.64%,246,71.30%,23,6.67%,0,0.00%
,124150503,Avon Grove SD,1367,Avon Grove HS,424,368,86.79%,355,83.73%,372,87.74%,4,0.94%,13,3.07%
,,,9999,Avon Grove SD,11,1,9.09%,1,9.09%,1,9.09%,0,0.00%,0,0.00%
,124151902,Coatesville Area SD,5012,Coatesville Area SHS,435,310,71.26%,288,66.21%,336,77.24%,26,5.98%,22,5.06%
,,,8415,Coatesville Area SD Cyber Academy,25,2,8.00%,2,8.00%,2,8.00%,0,0.00%,0,0.00%
,,,9999,Coatesville Area SD,17,1,5.88%,1,5.88%,1,5.88%,0,0.00%,0,0.00%
,124152003,Downingtown Area SD,1387,Downingtown HS West Campus,377,319,84.62%,311,82.49%,323,85.68%,4,1.06%,8,2.12%
,,,7759,Downingtown HS East Campus,426,386,90.61%,384,90.14%,390,91.55%,4,0.94%,2,0.47%
,,,8174,Downingtown STEM Academy,186,186,100.00%,186,100.00%,186,100.00%,0,0.00%,0,0.00%
,,,9999,Downingtown Area SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124153320,Collegium CS,7628,Collegium CS,87,70,80.46%,70,80.46%,76,87.36%,6,6.90%,0,0.00%
,,,9999,Collegium CS,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124153350,Renaissance Academy CS,7636,Renaissance Academy CS,63,57,90.48%,56,88.89%,57,90.48%,0,0.00%,1,1.59%
,,,9999,Renaissance Academy CS,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,124153503,Great Valley SD,1424,Great Valley HS,303,273,90.10%,273,90.10%,277,91.42%,4,1.32%,0,0.00%
,,,9999,Great Valley SD,26,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124154003,Kennett Consolidated SD,6482,Kennett HS,299,227,75.92%,225,75.25%,240,80.27%,13,4.35%,2,0.67%
,,,9999,Kennett Consolidated SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124156503,Octorara Area SD,1414,Octorara Area JSHS,167,118,70.66%,118,70.66%,120,71.86%,2,1.20%,0,0.00%
,,,9999,Octorara Area SD,14,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124156603,Owen J Roberts SD,1406,Owen J Roberts HS,394,334,84.77%,329,83.50%,336,85.28%,2,0.51%,5,1.27%
,,,9999,Owen J Roberts SD,23,5,21.74%,5,21.74%,5,21.74%,0,0.00%,0,0.00%
,124156703,Oxford Area SD,1420,Oxford Area HS,313,201,64.22%,200,63.90%,211,67.41%,10,3.19%,1,0.32%
,124157203,Phoenixville Area SD,1426,Phoenixville Area HS,252,216,85.71%,216,85.71%,223,88.49%,7,2.78%,0,0.00%
,,,9999,Phoenixville Area SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124157802,Tredyffrin-Easttown SD,1423,Conestoga SHS,514,502,97.67%,502,97.67%,503,97.86%,1,0.19%,0,0.00%
,,,9999,Tredyffrin-Easttown SD,16,7,43.75%,7,43.75%,8,50.00%,1,6.25%,0,0.00%
,124158503,Unionville-Chadds Ford SD,1443,Unionville HS,356,344,96.63%,344,96.63%,345,96.91%,1,0.28%,0,0.00%
,,,9999,Unionville-Chadds Ford SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,124159002,West Chester Area SD,1453,West Chester Henderson HS,304,276,90.79%,275,90.46%,278,91.45%,2,0.66%,1,0.33%
,,,6734,West Chester East HS,310,286,92.26%,283,91.29%,291,93.87%,5,1.61%,3,0.97%
,,,7894,West Chester Bayard Rustin HS,311,290,93.25%,285,91.64%,292,93.89%,2,0.64%,5,1.61%
,,,9999,West Chester Area SD,28,7,25.00%,6,21.43%,8,28.57%,1,3.57%,1,3.57%
,125230001,Achievement House CS,7824,Achievement House CS,100,37,37.00%,32,32.00%,53,53.00%,16,16.00%,5,5.00%
Clarion,106160303,Allegheny-Clarion Valley SD,4664,Allegheny-Clarion Valley HS,58,35,60.34%,34,58.62%,36,62.07%,1,1.72%,1,1.72%
,,,9999,Allegheny-Clarion Valley SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106161203,Clarion Area SD,1475,Clarion Area JSHS,68,47,69.12%,45,66.18%,47,69.12%,0,0.00%,2,2.94%
,,,9999,Clarion Area SD,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
,106161703,Clarion-Limestone Area SD,1480,Clarion-Limestone Area JSHS,56,41,73.21%,40,71.43%,43,76.79%,2,3.57%,1,1.79%
,106166503,Keystone SD,1486,Keystone JSHS,74,35,47.30%,33,44.59%,40,54.05%,5,6.76%,2,2.70%
,106167504,North Clarion County SD,1489,North Clarion Co JSHS,47,28,59.57%,27,57.45%,31,65.96%,3,6.38%,1,2.13%
,106168003,Redbank Valley SD,1495,Redbank Valley HS,91,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Redbank Valley SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106169003,Union SD,1501,Union HS,31,17,54.84%,17,54.84%,18,58.06%,1,3.23%,0,0.00%
Clearfield,106172003,Dubois Area SD,6156,Dubois Area SHS,220,110,50.00%,107,48.64%,113,51.36%,3,1.36%,3,1.36%
,,,9999,Dubois Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,110171003,Clearfield Area SD,6236,Clearfield Area JSHS,144,90,62.50%,76,52.78%,90,62.50%,0,0.00%,14,9.72%
,,,9999,Clearfield Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,110171803,Curwensville Area SD,1529,Curwensville Area JSHS,68,38,55.88%,36,52.94%,39,57.35%,1,1.47%,2,2.94%
,,,9999,Curwensville Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,110173003,Glendale SD,5219,Glendale JSHS,70,46,65.71%,44,62.86%,48,68.57%,2,2.86%,2,2.86%
,,,9999,Glendale SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,110173504,Harmony Area SD,8316,Harmony Area JSHS,18,7,38.89%,7,38.89%,7,38.89%,0,0.00%,0,0.00%
,110175003,Moshannon Valley SD,1550,Moshannon Valley JSHS,69,35,50.72%,24,34.78%,35,50.72%,0,0.00%,11,15.94%
,,,9999,Moshannon Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,110177003,Philipsburg-Osceola Area SD,1560,Philipsburg-Osceola Area HS,112,60,53.57%,52,46.43%,62,55.36%,2,1.79%,8,7.14%
,,,9999,Philipsburg-Osceola Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,110179003,West Branch Area SD,1566,West Branch Area JSHS,101,49,48.51%,36,35.64%,51,50.50%,2,1.98%,13,12.87%
Clinton,101833400,Sugar Valley Rural CS,7635,Sugar Valley Rural CS,29,18,62.07%,18,62.07%,18,62.07%,0,0.00%,0,0.00%
,110183602,Keystone Central SD,6241,Bucktail HS,35,15,42.86%,10,28.57%,15,42.86%,0,0.00%,5,14.29%
,,,7589,Central Mountain HS,280,147,52.50%,141,50.36%,148,52.86%,1,0.36%,6,2.14%
Columbia,116191004,Benton Area SD,8434,Benton Area HS,38,19,50.00%,19,50.00%,21,55.26%,2,5.26%,0,0.00%
,116191103,Berwick Area SD,1605,Berwick Area HS,166,112,67.47%,111,66.87%,112,67.47%,0,0.00%,1,0.60%
,,,9999,Berwick Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116191203,Bloomsburg Area SD,1612,Bloomsburg Area HS,74,55,74.32%,55,74.32%,55,74.32%,0,0.00%,0,0.00%
,,,9999,Bloomsburg Area SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116191503,Central Columbia SD,1619,Central Columbia SHS,131,108,82.44%,105,80.15%,108,82.44%,0,0.00%,3,2.29%
,116191757,Columbia-Montour AVTS,5178,Columbia-Montour AVTS,134,35,26.12%,35,26.12%,43,32.09%,8,5.97%,0,0.00%
,116195004,Millville Area SD,1623,Millville Area JSHS,49,36,73.47%,36,73.47%,36,73.47%,0,0.00%,0,0.00%
,116197503,Southern Columbia Area SD,1627,Southern Columbia HS,105,84,80.00%,84,80.00%,88,83.81%,4,3.81%,0,0.00%
,116493130,Susq-Cyber CS,7567,Susq-Cyber CS,16,6,37.50%,5,31.25%,8,50.00%,2,12.50%,1,6.25%
Crawford,105201033,Conneaut SD,8224,Conneaut Area Senior High,167,72,43.11%,71,42.51%,81,48.50%,9,5.39%,1,0.60%
,,,9999,Conneaut SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105201352,Crawford Central SD,1632,Cochranton JSHS,83,51,61.45%,46,55.42%,51,61.45%,0,0.00%,5,6.02%
,,,1654,Meadville Area SHS,189,98,51.85%,94,49.74%,104,55.03%,6,3.17%,4,2.12%
,,,9999,Crawford Central SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105204703,Penncrest SD,1629,Cambridge Springs JSHS,55,33,60.00%,33,60.00%,39,70.91%,6,10.91%,0,0.00%
,,,6136,Saegertown JSHS,81,43,53.09%,41,50.62%,51,62.96%,8,9.88%,2,2.47%
,,,6942,Maplewood JSHS,89,46,51.69%,41,46.07%,48,53.93%,2,2.25%,5,5.62%
,,,9999,Penncrest SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Cumberland,115210503,Big Spring SD,1677,Big Spring HS,194,118,60.82%,114,58.76%,118,60.82%,0,0.00%,4,2.06%
,,,9999,Big Spring SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115211003,Camp Hill SD,1682,Camp Hill SHS,82,76,92.68%,76,92.68%,76,92.68%,0,0.00%,0,0.00%
,115211103,Carlisle Area SD,1694,Carlisle Area HS,347,250,72.05%,242,69.74%,251,72.33%,1,0.29%,8,2.31%
,,,9999,Carlisle Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115211603,Cumberland Valley SD,1701,Cumberland Valley HS,638,522,81.82%,518,81.19%,526,82.45%,4,0.63%,4,0.63%
,,,9999,Cumberland Valley SD,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
,115212503,East Pennsboro Area SD,1707,East Pennsboro Area SHS,189,133,70.37%,133,70.37%,136,71.96%,3,1.59%,0,0.00%
,115216503,Mechanicsburg Area SD,5098,Mechanicsburg Area SHS,283,204,72.08%,200,70.67%,207,73.14%,3,1.06%,4,1.41%
,,,9999,Mechanicsburg Area SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115218003,Shippensburg Area SD,5221,Shippensburg Area SHS,248,159,64.11%,155,62.50%,166,66.94%,7,2.82%,4,1.61%
,115218303,South Middleton SD,6328,Boiling Springs HS,169,113,66.86%,113,66.86%,115,68.05%,2,1.18%,0,0.00%
Dauphin,115220002,Commonwealth Charter Academy CS,7774,Commonwealth Charter Academy CS,840,12,1.43%,12,1.43%,13,1.55%,1,0.12%,0,0.00%
,115221402,Central Dauphin SD,1745,Central Dauphin SHS,403,325,80.65%,323,80.15%,328,81.39%,3,0.74%,2,0.50%
,,,1746,Central Dauphin East SHS,325,139,42.77%,139,42.77%,139,42.77%,0,0.00%,0,0.00%
,,,9999,Central Dauphin SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115221607,Dauphin County Technical School,5278,Dauphin County Technical School,264,123,46.59%,112,42.42%,130,49.24%,7,2.65%,11,4.17%
,115221753,Derry Township SD,4801,Hershey HS,273,231,84.62%,231,84.62%,232,84.98%,1,0.37%,0,0.00%
,,,9999,Derry Township SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115222504,Halifax Area SD,6330,Halifax Area HS,62,34,54.84%,32,51.61%,34,54.84%,0,0.00%,2,3.23%
,115222752,Harrisburg City SD,6333,Harrisburg HS,205,111,54.15%,109,53.17%,118,57.56%,7,3.41%,2,0.98%
,,,7902,Harrisburg HS - SciTech Cmp,93,93,100.00%,93,100.00%,93,100.00%,0,0.00%,0,0.00%
,,,8376,Cougar Academy,12,9,75.00%,9,75.00%,9,75.00%,0,0.00%,0,0.00%
,,,9999,Harrisburg City SD,35,8,22.86%,8,22.86%,8,22.86%,0,0.00%,0,0.00%
,115224003,Lower Dauphin SD,1776,Lower Dauphin HS,264,193,73.11%,193,73.11%,196,74.24%,3,1.14%,0,0.00%
,,,7844,Price,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,,,9999,Lower Dauphin SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115226003,Middletown Area SD,1790,Middletown Area HS,129,69,53.49%,64,49.61%,74,57.36%,5,3.88%,5,3.88%
,115226103,Millersburg Area SD,1794,Millersburg Area SHS,71,42,59.15%,42,59.15%,44,61.97%,2,2.82%,0,0.00%
,115227010,Capital Area School for the Arts Charter,8278,Capital Area School for the Arts Charter,49,35,71.43%,35,71.43%,38,77.55%,3,6.12%,0,0.00%
,115227871,Reach Cyber CS,8366,Reach Cyber CS,242,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115228003,Steelton-Highspire SD,1801,Steelton-Highspire HS,73,43,58.90%,43,58.90%,47,64.38%,4,5.48%,0,0.00%
,,,9999,Steelton-Highspire SD,3,2,66.67%,2,66.67%,2,66.67%,0,0.00%,0,0.00%
,115228303,Susquehanna Township SD,1806,Susquehanna Twp HS,190,162,85.26%,162,85.26%,163,85.79%,1,0.53%,0,0.00%
,,,9999,Susquehanna Township SD,19,8,42.11%,8,42.11%,8,42.11%,0,0.00%,0,0.00%
,115229003,Upper Dauphin Area SD,6340,Upper Dauphin Area HS,92,67,72.83%,61,66.30%,68,73.91%,1,1.09%,6,6.52%
Delaware,125231232,Chester-Upland SD,6492,Chester HS,174,97,55.75%,97,55.75%,99,56.90%,2,1.15%,0,0.00%
,,,8303,STEM at Showalter,85,71,83.53%,65,76.47%,73,85.88%,2,2.35%,6,7.06%
,,,9999,Chester-Upland SD,6,1,16.67%,1,16.67%,1,16.67%,0,0.00%,0,0.00%
,125231303,Chichester SD,1849,Chichester SHS,220,148,67.27%,144,65.45%,158,71.82%,10,4.55%,4,1.82%
,,,9999,Chichester SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125234103,Garnet Valley SD,1869,Garnet Valley HS,422,378,89.57%,377,89.34%,383,90.76%,5,1.18%,1,0.24%
,,,9999,Garnet Valley SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125234502,Haverford Township SD,1879,Haverford SHS,437,383,87.64%,383,87.64%,395,90.39%,12,2.75%,0,0.00%
,,,9999,Haverford Township SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125235103,Interboro SD,1885,Interboro SHS,289,188,65.05%,180,62.28%,196,67.82%,8,2.77%,8,2.77%
,,,9999,Interboro SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125235502,Marple Newtown SD,1902,Marple Newtown SHS,272,232,85.29%,231,84.93%,233,85.66%,1,0.37%,1,0.37%
,,,9999,Marple Newtown SD,13,1,7.69%,1,7.69%,1,7.69%,0,0.00%,0,0.00%
,125236827,Chester Charter Scholars Academy CS,8258,Chester CS for the Arts,45,40,88.89%,37,82.22%,43,95.56%,3,6.67%,3,6.67%
,125236903,Penn-Delco SD,1915,Sun Valley HS,255,216,84.71%,215,84.31%,216,84.71%,0,0.00%,1,0.39%
,,,9999,Penn-Delco SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125237603,Radnor Township SD,1921,Radnor SHS,285,262,91.93%,262,91.93%,265,92.98%,3,1.05%,0,0.00%
,,,9999,Radnor Township SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125237702,Ridley SD,1934,Ridley HS,436,343,78.67%,319,73.17%,346,79.36%,3,0.69%,24,5.50%
,,,9999,Ridley SD,8,1,12.50%,1,12.50%,1,12.50%,0,0.00%,0,0.00%
,125237903,Rose Tree Media SD,1942,Penncrest HS,330,307,93.03%,306,92.73%,311,94.24%,4,1.21%,1,0.30%
,125238402,Southeast Delco SD,6516,Academy Park HS,292,0,0.00%,0,0.00%,1,0.34%,1,0.34%,0,0.00%
,,,9999,Southeast Delco SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125238502,Springfield SD,1950,Springfield HS,285,250,87.72%,245,85.96%,253,88.77%,3,1.05%,5,1.75%
,,,9999,Springfield SD,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
,125239452,Upper Darby SD,1972,Upper Darby SHS,848,678,79.95%,678,79.95%,685,80.78%,7,0.83%,0,0.00%
,,,9999,Upper Darby SD,22,6,27.27%,6,27.27%,6,27.27%,0,0.00%,0,0.00%
,125239603,Wallingford-Swarthmore SD,5287,Strath Haven HS,264,245,92.80%,243,92.05%,248,93.94%,3,1.14%,2,0.76%
,125239652,William Penn SD,8231,Penn Wood HS,323,240,74.30%,225,69.66%,240,74.30%,0,0.00%,15,4.64%
,,,9999,William Penn SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Elk,109243503,Johnsonburg Area SD,6218,Johnsonburg Area HS,42,33,78.57%,27,64.29%,33,78.57%,0,0.00%,6,14.29%
,109246003,Ridgway Area SD,1989,Ridgway Area HS,73,44,60.27%,42,57.53%,44,60.27%,0,0.00%,2,2.74%
,109248003,Saint Marys Area SD,5169,St Marys Area SHS,147,96,65.31%,93,63.27%,100,68.03%,4,2.72%,3,2.04%
,,,9999,Saint Marys Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Erie,105250001,Perseus House CS of Excellence,7770,Perseus House CS of Excellence,88,65,73.86%,55,62.50%,69,78.41%,4,4.55%,10,11.36%
,105251453,Corry Area SD,1998,Corry Area HS,133,48,36.09%,45,33.83%,54,40.60%,6,4.51%,3,2.26%
,,,9999,Corry Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105252602,Erie City SD,7515,Northwest PA Collegiate Academy,171,167,97.66%,166,97.08%,167,97.66%,0,0.00%,1,0.58%
,,,8417,Erie HS,447,165,36.91%,149,33.33%,178,39.82%,13,2.91%,16,3.58%
,,,9999,Erie City SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105253303,Fairview SD,6737,Fairview HS,132,112,84.85%,112,84.85%,112,84.85%,0,0.00%,0,0.00%
,105253553,Fort LeBoeuf SD,2037,Fort LeBoeuf SHS,171,104,60.82%,100,58.48%,113,66.08%,9,5.26%,4,2.34%
,,,9999,Fort LeBoeuf SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105253903,General McLane SD,2040,General McLane HS,176,124,70.45%,123,69.89%,125,71.02%,1,0.57%,1,0.57%
,105254053,Girard SD,2043,Girard HS,128,59,46.09%,52,40.63%,62,48.44%,3,2.34%,7,5.47%
,,,9999,Girard SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105254353,Harbor Creek SD,7948,Harbor Creek Senior HS,148,93,62.84%,93,62.84%,93,62.84%,0,0.00%,0,0.00%
,,,9999,Harbor Creek SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105256553,Iroquois SD,4817,Iroquois JSHS,86,38,44.19%,33,38.37%,40,46.51%,2,2.33%,5,5.81%
,,,9999,Iroquois SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105257602,Millcreek Township SD,8071,McDowell HS,502,322,64.14%,316,62.95%,335,66.73%,13,2.59%,6,1.20%
,,,9999,Millcreek Township SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105258303,North East SD,6145,North East HS,113,67,59.29%,64,56.64%,72,63.72%,5,4.42%,3,2.65%
,,,9999,North East SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105258503,Northwestern SD,6745,Northwestern SHS,104,54,51.92%,53,50.96%,54,51.92%,0,0.00%,1,0.96%
,105259103,Union City Area SD,2075,Union City HS,85,48,56.47%,48,56.47%,49,57.65%,1,1.18%,0,0.00%
,105259703,Wattsburg Area SD,6148,Seneca HS,98,49,50.00%,48,48.98%,52,53.06%,3,3.06%,1,1.02%
,,,9999,Wattsburg Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Fayette,101260303,Albert Gallatin Area SD,6001,Albert Gallatin Area SHS,259,111,42.86%,111,42.86%,144,55.60%,33,12.74%,0,0.00%
,101260803,Brownsville Area SD,4818,Brownsville Area HS,103,69,66.99%,55,53.40%,70,67.96%,1,0.97%,14,13.59%
,101261302,Connellsville Area SD,5228,Connellsville Area SHS,267,168,62.92%,157,58.80%,170,63.67%,2,0.75%,11,4.12%
,,,9999,Connellsville Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101262903,Frazier SD,2126,Frazier HS,85,51,60.00%,45,52.94%,55,64.71%,4,4.71%,6,7.06%
