county,AUN,LEA,LEA Type,School Number,School,Total Graduates,Total College-Bound,Total College-Bound %,2- or 4-Year College or University,2- or 4-Year College or University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree-Granting Institution,Specialized Associate Degree-Granting Institution %
Bucks,122092353,Council Rock SD,SD,9999,Council Rock SD,10,2,20.00,2,20.00,3,30.00,1,10.00,0,0.00
Bucks,122097203,Morrisville Borough SD,SD,8114,Morrisville HS,38,23,60.53,23,60.53,24,63.16,1,2.63,0,0.00
Bucks,122097502,Neshaminy SD,SD,6455,Neshaminy HS,632,536,84.81,535,84.65,544,86.08,8,1.27,1,0.16
Bucks,122097502,Neshaminy SD,SD,9999,Neshaminy SD,11,4,36.36,4,36.36,4,36.36,0,0.00,0,0.00
Bucks,122097604,New Hope-Solebury SD,SD,1084,New Hope-Solebury HS,110,105,95.45,105,95.45,105,95.45,0,0.00,0,0.00
Bucks,122097604,New Hope-Solebury SD,SD,9999,New Hope-Solebury SD,3,1,33.33,1,33.33,1,33.33,0,0.00,0,0.00
Bucks,122098003,Palisades SD,SD,1094,Palisades HS,149,118,79.19,116,77.85,121,81.21,3,2.01,2,1.34
Bucks,122098003,Palisades SD,SD,9999,Palisades SD,3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Bucks,122098103,Pennridge SD,SD,1100,Pennridge HS,549,474,86.34,474,86.34,482,87.80,8,1.46,0,0.00
Bucks,122098103,Pennridge SD,SD,9999,Pennridge SD,14,6,42.86,6,42.86,6,42.86,0,0.00,0,0.00
Bucks,122098202,Pennsbury SD,SD,4682,Pennsbury HS,767,674,87.87,670,87.35,690,89.96,16,2.09,4,0.52
Bucks,122098403,Quakertown Community SD,SD,1128,Quakertown Community HS,343,282,82.22,281,81.92,293,85.42,11,3.21,1,0.29
Bucks,122098403,Quakertown Community SD,SD,9999,Quakertown Community SD,30,6,20.00,5,16.67,7,23.33,1,3.33,1,3.33
Butler,104101252,Butler Area SD,SD,1147,Butler Area SHS,593,489,82.46,467,78.75,524,88.36,35,5.90,22,3.71
Butler,104101252,Butler Area SD,SD,6690,Butler Area IHS,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Butler,104101252,Butler Area SD,SD,9999,Butler Area SD,5,2,40.00,2,40.00,2,40.00,0,0.00,0,0.00
Butler,104103603,Karns City Area SD,SD,1154,Karns City HS,104,69,66.35,66,63.46,81,77.88,12,11.54,3,2.88
Butler,104103603,Karns City Area SD,SD,9999,Karns City Area SD,4,1,25.00,1,25.00,1,25.00,0,0.00,0,0.00
Butler,104105003,Mars Area SD,SD,1159,Mars Area SHS,244,217,88.93,214,87.70,218,89.34,1,0.41,3,1.23
Butler,104105003,Mars Area SD,SD,9999,Mars Area SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Butler,104105353,Moniteau SD,SD,1164,Moniteau JSHS,99,69,69.70,47,47.47,69,69.70,0,0.00,22,22.22
Butler,104105353,Moniteau SD,SD,9999,Moniteau SD,6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Butler,104107503,Slippery Rock Area SD,SD,1172,Slippery Rock Area HS,128,64,50.00,55,42.97,64,50.00,0,0.00,9,7.03
Butler,104107803,South Butler County SD,SD,1177,Knoch HS,231,186,80.52,186,80.52,194,83.98,8,3.46,0,0.00
Butler,104107803,South Butler County SD,SD,9999,South Butler County SD,1,1,100.00,1,100.00,1,100.00,0,0.00,0,0.00
Butler,104107903,Seneca Valley SD,SD,1183,Seneca Valley SHS,543,473,87.11,460,84.71,478,88.03,5,0.92,13,2.39
Butler,104107903,Seneca Valley SD,SD,9999,Seneca Valley SD,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Cambria,108110603,Blacklick Valley SD,SD,5135,Blacklick Valley JSHS,54,35,64.81,33,61.11,36,66.67,1,1.85,2,3.70
Cambria,108111203,Cambria Heights SD,SD,5212,Cambria Heights SHS,127,91,71.65,83,65.35,91,71.65,0,0.00,8,6.30
Cambria,108111303,Central Cambria SD,SD,1208,Central Cambria HS,131,100,76.34,91,69.47,102,77.86,2,1.53,9,6.87
Cambria,108111403,Conemaugh Valley SD,SD,5136,Conemaugh Valley JSHS,62,46,74.19,46,74.19,46,74.19,0,0.00,0,0.00
Cambria,108111403,Conemaugh Valley SD,SD,9999,Conemaugh Valley SD,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Cambria,108112003,Ferndale Area SD,SD,1225,Ferndale Area JSHS,51,30,58.82,29,56.86,34,66.67,4,7.84,1,1.96
Cambria,108112003,Ferndale Area SD,SD,9999,Ferndale Area SD,3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Cambria,108112203,Forest Hills SD,SD,1191,Forest Hills HS,164,103,62.80,97,59.15,118,71.95,15,9.15,6,3.66
Cambria,108112502,Greater Johnstown SD,SD,1251,Greater Johnstown SHS,170,99,58.24,80,47.06,99,58.24,0,0.00,19,11.18
Cambria,108114503,Northern Cambria SD,SD,6201,Northern Cambria HS,106,68,64.15,65,61.32,70,66.04,2,1.89,3,2.83
Cambria,108116003,Penn Cambria SD,SD,1213,Penn Cambria HS,128,94,73.44,92,71.88,98,76.56,4,3.12,2,1.56
Cambria,108116003,Penn Cambria SD,SD,9999,Penn Cambria SD,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Cambria,108116303,Portage Area SD,SD,1270,Portage Area JSHS,57,42,73.68,40,70.18,45,78.95,3,5.26,2,3.51
Cambria,108116503,Richland SD,SD,7941,Richland HS,148,112,75.68,105,70.95,114,77.03,2,1.35,7,4.73
Cambria,108118503,Westmont Hilltop SD,SD,1293,Westmont Hilltop HS,144,112,77.78,111,77.08,116,80.56,4,2.78,1,0.69
Cameron,109122703,Cameron County SD,SD,1299,Cameron County JSHS,46,29,63.04,27,58.70,32,69.57,3,6.52,2,4.35
Cameron,109122703,Cameron County SD,SD,9999,Cameron County SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Carbon,121131507,Carbon Career & Technical Institute,CTC,4870,Carbon Career & Technical Institute,96,33,34.38,28,29.17,51,53.12,18,18.75,5,5.21
Carbon,121135003,Jim Thorpe Area SD,SD,1307,Jim Thorpe Area HS,154,115,74.68,114,74.03,117,75.97,2,1.30,1,0.65
Carbon,121135003,Jim Thorpe Area SD,SD,9999,Jim Thorpe Area SD,3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Carbon,121135503,Lehighton Area SD,SD,1315,Lehighton Area HS,144,110,76.39,108,75.00,118,81.94,8,5.56,2,1.39
Carbon,121136503,Palmerton Area SD,SD,4734,Palmerton Area HS,108,80,74.07,80,74.07,88,81.48,8,7.41,0,0.00
Carbon,121136503,Palmerton Area SD,SD,9999,Palmerton Area SD,7,1,14.29,1,14.29,1,14.29,0,0.00,0,0.00
Carbon,121136603,Panther Valley SD,SD,6693,Panther Valley SHS,72,52,72.22,50,69.44,52,72.22,0,0.00,2,2.78
Carbon,121139004,Weatherly Area SD,SD,1327,Weatherly Area SHS,52,34,65.38,31,59.62,35,67.31,1,1.92,3,5.77
Centre,110141003,Bald Eagle Area SD,SD,1335,Bald Eagle Area JSHS,152,93,61.18,79,51.97,101,66.45,8,5.26,14,9.21
Centre,110141003,Bald Eagle Area SD,SD,9999,Bald Eagle Area SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Centre,110141103,Bellefonte Area SD,SD,1343,Bellefonte Area HS,179,125,69.83,114,63.69,135,75.42,10,5.59,11,6.15
Centre,110147003,Penns Valley Area SD,SD,6231,Penns Valley Area JSHS,113,75,66.37,71,62.83,78,69.03,3,2.65,4,3.54
Centre,110148002,State College Area SD,SD,1364,State College Area HS,592,509,85.98,500,84.46,513,86.66,4,0.68,9,1.52
Chester,124150002,21st Century Cyber CS,CS,7691,21st Century Cyber CS,129,56,43.41,56,43.41,69,53.49,13,10.08,0,0.00
Chester,124150003,Avon Grove CS,CS,7721,Avon Grove CS,56,44,78.57,44,78.57,47,83.93,3,5.36,0,0.00
Chester,124150004,Pennsylvania Leadership Charter School,CS,7819,Pennsylvania Leadership CS,264,198,75.00,170,64.39,200,75.76,2,0.76,28,10.61
Chester,124150503,Avon Grove SD,SD,1367,Avon Grove HS,437,372,85.13,372,85.13,390,89.24,18,4.12,0,0.00
Chester,124150503,Avon Grove SD,SD,9999,Avon Grove SD,11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Chester,124151607,Chester County Technical College High Sc,CTC,7293,Chester County Technical College High Sc,157,54,34.39,52,33.12,58,36.94,4,2.55,2,1.27
Chester,124151902,Coatesville Area SD,SD,5012,Coatesville Area SHS,526,372,70.72,369,70.15,421,80.04,49,9.32,3,0.57
Chester,124152003,Downingtown Area SD,SD,1387,Downingtown HS West Campus,380,3,0.79,3,0.79,3,0.79,0,0.00,0,0.00
Chester,124152003,Downingtown Area SD,SD,7759,Downingtown HS East Campus,406,10,2.46,10,2.46,10,2.46,0,0.00,0,0.00
Chester,124152003,Downingtown Area SD,SD,8174,Downingtown STEM Academy,174,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Chester,124152003,Downingtown Area SD,SD,9999,Downingtown Area SD,7,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Chester,124153320,Collegium CS,CS,7628,Collegium CS,48,45,93.75,45,93.75,45,93.75,0,0.00,0,0.00
Chester,124153350,Renaissance Academy CS,CS,7636,Renaissance Academy CS,47,43,91.49,43,91.49,43,91.49,0,0.00,0,0.00
Chester,124153503,Great Valley SD,SD,1424,Great Valley HS,307,278,90.55,278,90.55,280,91.21,2,0.65,0,0.00
Chester,124153503,Great Valley SD,SD,9999,Great Valley SD,9,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Chester,124154003,Kennett Consolidated SD,SD,6482,Kennett HS,295,233,78.98,230,77.97,234,79.32,1,0.34,3,1.02
Chester,124154003,Kennett Consolidated SD,SD,9999,Kennett Consolidated SD,11,1,9.09,1,9.09,1,9.09,0,0.00,0,0.00
Chester,124156503,Octorara Area SD,SD,1414,Octorara Area JSHS,184,131,71.20,116,63.04,133,72.28,2,1.09,15,8.15
Chester,124156503,Octorara Area SD,SD,9999,Octorara Area SD,9,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Chester,124156603,Owen J Roberts SD,SD,1406,Owen J Roberts HS,367,341,92.92,336,91.55,342,93.19,1,0.27,5,1.36
Chester,124156603,Owen J Roberts SD,SD,9999,Owen J Roberts SD,12,2,16.67,2,16.67,2,16.67,0,0.00,0,0.00
Chester,124156703,Oxford Area SD,SD,1420,Oxford Area HS,278,213,76.62,202,72.66,224,80.58,11,3.96,11,3.96
Chester,124157203,Phoenixville Area SD,SD,1426,Phoenixville Area HS,213,177,83.10,174,81.69,180,84.51,3,1.41,3,1.41
Chester,124157203,Phoenixville Area SD,SD,9999,Phoenixville Area SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Chester,124157802,Tredyffrin-Easttown SD,SD,1423,Conestoga SHS,507,494,97.44,494,97.44,496,97.83,2,0.39,0,0.00
Chester,124157802,Tredyffrin-Easttown SD,SD,9999,Tredyffrin-Easttown SD,6,2,33.33,1,16.67,2,33.33,0,0.00,1,16.67
Chester,124158503,Unionville-Chadds Ford SD,SD,1443,Unionville HS,325,316,97.23,316,97.23,319,98.15,3,0.92,0,0.00
Chester,124159002,West Chester Area SD,SD,1453,West Chester Henderson HS,337,307,91.10,302,89.61,307,91.10,0,0.00,5,1.48
Chester,124159002,West Chester Area SD,SD,6734,West Chester East HS,293,262,89.42,258,88.05,262,89.42,0,0.00,4,1.37
Chester,124159002,West Chester Area SD,SD,7894,West Chester Bayard Rustin HS,337,313,92.88,304,90.21,314,93.18,1,0.30,9,2.67
Chester,124159002,West Chester Area SD,SD,9999,West Chester Area SD,19,2,10.53,2,10.53,2,10.53,0,0.00,0,0.00
Chester,125230001,Achievement House CS,CS,7824,Achievement House CS,145,72,49.66,60,41.38,72,49.66,0,0.00,12,8.28
Chester,126510020,Agora Cyber CS,CS,7858,Agora Cyber CS,1067,478,44.80,445,41.71,576,53.98,98,9.18,33,3.09
Clarion,106160303,Allegheny-Clarion Valley SD,SD,4664,Allegheny-Clarion Valley HS,65,26,40.00,26,40.00,32,49.23,6,9.23,0,0.00
Clarion,106161203,Clarion Area SD,SD,1475,Clarion Area JSHS,60,47,78.33,47,78.33,49,81.67,2,3.33,0,0.00
Clarion,106161203,Clarion Area SD,SD,9999,Clarion Area SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Clarion,106161703,Clarion-Limestone Area SD,SD,1480,Clarion-Limestone Area JSHS,86,50,58.14,47,54.65,53,61.63,3,3.49,3,3.49
Clarion,106161703,Clarion-Limestone Area SD,SD,9999,Clarion-Limestone Area SD,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Clarion,106166503,Keystone  SD,SD,1486,Keystone JSHS,75,52,69.33,50,66.67,55,73.33,3,4.00,2,2.67
Clarion,106166503,Keystone  SD,SD,9999,Keystone  SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Clarion,106167504,North Clarion County SD,SD,1489,North Clarion Co JSHS,58,39,67.24,38,65.52,39,67.24,0,0.00,1,1.72
Clarion,106167504,North Clarion County SD,SD,9999,North Clarion County SD,3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Clarion,106168003,Redbank Valley SD,SD,1495,Redbank Valley HS,93,45,48.39,37,39.78,46,49.46,1,1.08,8,8.60
Clarion,106169003,Union SD,SD,1501,Union HS,53,36,67.92,32,60.38,36,67.92,0,0.00,4,7.55
Clearfield,106172003,Dubois Area SD,SD,6156,Dubois Area SHS,287,179,62.37,162,56.45,189,65.85,10,3.48,17,5.92
Clearfield,110171003,Clearfield Area SD,SD,6236,Clearfield Area JSHS,212,120,56.60,106,50.00,136,64.15,16,7.55,14,6.60
Clearfield,110171803,Curwensville Area SD,SD,1529,Curwensville Area JSHS,88,51,57.95,43,48.86,60,68.18,9,10.23,8,9.09
Clearfield,110173003,Glendale SD,SD,5219,Glendale JSHS,58,34,58.62,32,55.17,38,65.52,4,6.90,2,3.45
Clearfield,110173003,Glendale SD,SD,9999,Glendale SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Clearfield,110173504,Harmony Area SD,SD,1547,Harmony Area HS,24,9,37.50,6,25.00,13,54.17,4,16.67,3,12.50
Clearfield,110175003,Moshannon Valley SD,SD,1550,Moshannon Valley JSHS,78,41,52.56,32,41.03,44,56.41,3,3.85,9,11.54
Clearfield,110177003,Philipsburg-Osceola Area SD,SD,1560,Philipsburg-Osceola Area HS,126,85,67.46,74,58.73,87,69.05,2,1.59,11,8.73
Clearfield,110177003,Philipsburg-Osceola Area SD,SD,9999,Philipsburg-Osceola Area SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Clearfield,110179003,West Branch Area SD,SD,1566,West Branch Area JSHS,84,53,63.10,45,53.57,54,64.29,1,1.19,8,9.52
Clinton,101833400,Sugar Valley Rural CS,CS,7635,Sugar Valley Rural CS,23,9,39.13,9,39.13,13,56.52,4,17.39,0,0.00
Clinton,110183602,Keystone Central SD,SD,1570,Mill Hall El Sch,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Clinton,110183602,Keystone Central SD,SD,6241,Bucktail HS,44,3,6.82,3,6.82,4,9.09,1,2.27,0,0.00
Clinton,110183602,Keystone Central SD,SD,7589,Central Mountain HS,317,187,58.99,157,49.53,193,60.88,6,1.89,30,9.46
Columbia,116191004,Benton Area SD,SD,1595,Benton Area MSHS,42,28,66.67,27,64.29,28,66.67,0,0.00,1,2.38
Columbia,116191004,Benton Area SD,SD,9999,Benton Area SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Columbia,116191103,Berwick Area SD,SD,1605,Berwick Area HS,190,146,76.84,138,72.63,148,77.89,2,1.05,8,4.21
Columbia,116191203,Bloomsburg Area SD,SD,1612,Bloomsburg Area HS,114,89,78.07,88,77.19,91,79.82,2,1.75,1,0.88
Columbia,116191203,Bloomsburg Area SD,SD,9999,Bloomsburg Area SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Columbia,116191503,Central Columbia SD,SD,1619,Central Columbia SHS,137,103,75.18,102,74.45,104,75.91,1,0.73,1,0.73
Columbia,116191503,Central Columbia SD,SD,9999,Central Columbia SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Columbia,116191757,Columbia-Montour AVTS,CTC,5178,Columbia-Montour AVTS,134,65,48.51,65,48.51,65,48.51,0,0.00,0,0.00
Columbia,116195004,Millville Area SD,SD,1623,Millville Area JSHS,33,17,51.52,17,51.52,21,63.64,4,12.12,0,0.00
Columbia,116197503,Southern Columbia Area SD,SD,1627,Southern Columbia HS,113,96,84.96,96,84.96,96,84.96,0,0.00,0,0.00
Columbia,116197503,Southern Columbia Area SD,SD,9999,Southern Columbia Area SD,7,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Columbia,116493130,Susq-Cyber CS,CS,7567,Susq-Cyber CS,33,19,57.58,16,48.48,19,57.58,0,0.00,3,9.09
Crawford,105201033,Conneaut SD,SD,8224,Conneaut Area Senior High,164,89,54.27,76,46.34,92,56.10,3,1.83,13,7.93
Crawford,105201352,Crawford Central SD,SD,1632,Cochranton JSHS,68,32,47.06,32,47.06,32,47.06,0,0.00,0,0.00
Crawford,105201352,Crawford Central SD,SD,1654,Meadville Area SHS,196,106,54.08,100,51.02,119,60.71,13,6.63,6,3.06
Crawford,105201352,Crawford Central SD,SD,9999,Crawford Central SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Crawford,105204703,Penncrest SD,SD,1629,Cambridge Springs JSHS,82,54,65.85,48,58.54,56,68.29,2,2.44,6,7.32
Crawford,105204703,Penncrest SD,SD,6136,Saegertown JSHS,83,49,59.04,43,51.81,49,59.04,0,0.00,6,7.23
Crawford,105204703,Penncrest SD,SD,6942,Maplewood JSHS,67,39,58.21,37,55.22,40,59.70,1,1.49,2,2.99
Crawford,105204703,Penncrest SD,SD,9999,Penncrest SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Cumberland,115210503,Big Spring SD,SD,1677,Big Spring HS,233,166,71.24,162,69.53,170,72.96,4,1.72,4,1.72
Cumberland,115211003,Camp Hill SD,SD,1682,Camp Hill SHS,108,98,90.74,98,90.74,98,90.74,0,0.00,0,0.00
Cumberland,115211003,Camp Hill SD,SD,9999,Camp Hill SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Cumberland,115211103,Carlisle Area SD,SD,1694,Carlisle Area HS,331,231,69.79,231,69.79,235,71.00,4,1.21,0,0.00
Cumberland,115211103,Carlisle Area SD,SD,9999,Carlisle Area SD,6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Cumberland,115211603,Cumberland Valley SD,SD,1701,Cumberland Valley HS,683,547,80.09,545,79.80,550,80.53,3,0.44,2,0.29
Cumberland,115211603,Cumberland Valley SD,SD,9999,Cumberland Valley SD,3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Cumberland,115212503,East Pennsboro Area SD,SD,1707,East Pennsboro Area SHS,185,143,77.30,142,76.76,148,80.00,5,2.70,1,0.54
Cumberland,115212503,East Pennsboro Area SD,SD,9999,East Pennsboro Area SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Cumberland,115216503,Mechanicsburg Area SD,SD,5098,Mechanicsburg Area SHS,258,214,82.95,211,81.78,217,84.11,3,1.16,3,1.16
Cumberland,115218003,Shippensburg Area SD,SD,5221,Shippensburg Area SHS,221,146,66.06,140,63.35,153,69.23,7,3.17,6,2.71
Cumberland,115218003,Shippensburg Area SD,SD,9999,Shippensburg Area SD,1,1,100.00,1,100.00,1,100.00,0,0.00,0,0.00
Cumberland,115218303,South Middleton SD,SD,6328,Boiling Springs HS,153,104,67.97,100,65.36,104,67.97,0,0.00,4,2.61
Dauphin,115220002,Commonwealth Connections Academy CS,CS,7774,Commonwealth Connections Academy CS,643,238,37.01,238,37.01,319,49.61,81,12.60,0,0.00
Dauphin,115221402,Central Dauphin SD,SD,1745,Central Dauphin SHS,396,316,79.80,309,78.03,316,79.80,0,0.00,7,1.77
Dauphin,115221402,Central Dauphin SD,SD,1746,Central Dauphin East SHS,309,212,68.61,210,67.96,227,73.46,15,4.85,2,0.65
Dauphin,115221402,Central Dauphin SD,SD,9999,Central Dauphin SD,16,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Dauphin,115221607,Dauphin County Technical School,CTC,5278,Dauphin County Technical School,208,94,45.19,87,41.83,100,48.08,6,2.88,7,3.37
Dauphin,115221753,Derry Township SD,SD,4801,Hershey HS,271,235,86.72,233,85.98,239,88.19,4,1.48,2,0.74
Dauphin,115221753,Derry Township SD,SD,9999,Derry Township SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Dauphin,115222504,Halifax Area SD,SD,6330,Halifax Area HS,64,47,73.44,47,73.44,48,75.00,1,1.56,0,0.00
Dauphin,115222752,Harrisburg City SD,SD,6333,Harrisburg HS,187,70,37.43,70,37.43,70,37.43,0,0.00,0,0.00
Dauphin,115222752,Harrisburg City SD,SD,7902,Harrisburg HS - SciTech Cmp,86,82,95.35,82,95.35,83,96.51,1,1.16,0,0.00
Dauphin,115224003,Lower Dauphin SD,SD,1776,Lower Dauphin HS,297,202,68.01,198,66.67,207,69.70,5,1.68,4,1.35
Dauphin,115224003,Lower Dauphin SD,SD,7844,Price,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Dauphin,115224003,Lower Dauphin SD,SD,9999,Lower Dauphin SD,4,2,50.00,2,50.00,2,50.00,0,0.00,0,0.00
Dauphin,115226003,Middletown Area SD,SD,1790,Middletown Area HS,156,128,82.05,80,51.28,131,83.97,3,1.92,48,30.77
Dauphin,115226103,Millersburg Area SD,SD,1794,Millersburg Area SHS,51,40,78.43,36,70.59,41,80.39,1,1.96,4,7.84
Dauphin,115227010,Capital Area School for the Arts Charter,CS,8278,Capital Area School for the Arts Charter,19,16,84.21,16,84.21,17,89.47,1,5.26,0,0.00
Dauphin,115228003,Steelton-Highspire SD,SD,1801,Steelton-Highspire HS,81,48,59.26,48,59.26,54,66.67,6,7.41,0,0.00
Dauphin,115228003,Steelton-Highspire SD,SD,9999,Steelton-Highspire SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Dauphin,115228303,Susquehanna Township SD,SD,1806,Susquehanna Twp HS,234,188,80.34,184,78.63,199,85.04,11,4.70,4,1.71
Dauphin,115228303,Susquehanna Township SD,SD,9999,Susquehanna Township SD,4,1,25.00,0,0.00,1,25.00,0,0.00,1,25.00
Dauphin,115229003,Upper Dauphin Area SD,SD,6340,Upper Dauphin Area HS,105,66,62.86,56,53.33,71,67.62,5,4.76,10,9.52
Dauphin,115229003,Upper Dauphin Area SD,SD,9999,Upper Dauphin Area SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Delaware,125231232,Chester-Upland SD,SD,6492,Chester HS,110,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Delaware,125231232,Chester-Upland SD,SD,8303,STEM at Showalter,93,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Delaware,125231303,Chichester SD,SD,1849,Chichester SHS,219,153,69.86,148,67.58,164,74.89,11,5.02,5,2.28
Delaware,125231303,Chichester SD,SD,9999,Chichester SD,8,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Delaware,125234103,Garnet Valley SD,SD,1869,Garnet Valley HS,373,336,90.08,336,90.08,336,90.08,0,0.00,0,0.00
Delaware,125234502,Haverford Township SD,SD,1879,Haverford SHS,427,398,93.21,394,92.27,401,93.91,3,0.70,4,0.94
Delaware,125234502,Haverford Township SD,SD,9999,Haverford Township SD,5,0,0.00,0,0.00,1,20.00,1,20.00,0,0.00
Delaware,125235103,Interboro SD,SD,1885,Interboro SHS,240,194,80.83,190,79.17,198,82.50,4,1.67,4,1.67
Delaware,125235103,Interboro SD,SD,9999,Interboro SD,3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Delaware,125235502,Marple Newtown SD,SD,1902,Marple Newtown SHS,265,235,88.68,228,86.04,240,90.57,5,1.89,7,2.64
Delaware,125235502,Marple Newtown SD,SD,9999,Marple Newtown SD,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Delaware,125236903,Penn-Delco SD,SD,1915,Sun Valley HS,263,178,67.68,178,67.68,181,68.82,3,1.14,0,0.00
Delaware,125236903,Penn-Delco SD,SD,9999,Penn-Delco SD,8,1,12.50,1,12.50,1,12.50,0,0.00,0,0.00
Delaware,125237603,Radnor Township SD,SD,1921,Radnor SHS,293,265,90.44,265,90.44,275,93.86,10,3.41,0,0.00
Delaware,125237603,Radnor Township SD,SD,9999,Radnor Township SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Delaware,125237702,Ridley SD,SD,1934,Ridley HS,480,388,80.83,380,79.17,400,83.33,12,2.50,8,1.67
Delaware,125237903,Rose Tree Media SD,SD,1942,Penncrest HS,323,285,88.24,284,87.93,296,91.64,11,3.41,1,0.31
Delaware,125237903,Rose Tree Media SD,SD,9999,Rose Tree Media SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Delaware,125238402,Southeast Delco SD,SD,6516,Academy Park HS,254,160,62.99,159,62.60,178,70.08,18,7.09,1,0.39
Delaware,125238502,Springfield SD,SD,1950,Springfield HS,294,279,94.90,272,92.52,283,96.26,4,1.36,7,2.38
Delaware,125239452,Upper Darby SD,SD,1972,Upper Darby SHS,814,660,81.08,633,77.76,674,82.80,14,1.72,27,3.32
Delaware,125239452,Upper Darby SD,SD,9999,Upper Darby SD,26,6,23.08,5,19.23,7,26.92,1,3.85,1,3.85
Delaware,125239603,Wallingford-Swarthmore SD,SD,5287,Strath Haven HS,268,239,89.18,236,88.06,239,89.18,0,0.00,3,1.12
Delaware,125239603,Wallingford-Swarthmore SD,SD,9999,Wallingford-Swarthmore SD,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Delaware,125239652,William Penn SD,SD,8231,Penn Wood HS,329,179,54.41,169,51.37,185,56.23,6,1.82,10,3.04
Delaware,125239652,William Penn SD,SD,9999,William Penn SD,9,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Elk,109243503,Johnsonburg Area SD,SD,6218,Johnsonburg Area HS,44,31,70.45,29,65.91,32,72.73,1,2.27,2,4.55
Elk,109246003,Ridgway Area SD,SD,1989,Ridgway Area HS,55,43,78.18,41,74.55,43,78.18,0,0.00,2,3.64
Elk,109248003,Saint Marys Area SD,SD,5169,St Marys Area SHS,151,103,68.21,90,59.60,107,70.86,4,2.65,13,8.61
Erie,105250001,Perseus House CS of Excellence,CS,7770,Perseus House CS of Excellence,59,43,72.88,42,71.19,43,72.88,0,0.00,1,1.69
Erie,105251453,Corry Area SD,SD,1998,Corry Area HS,158,83,52.53,69,43.67,89,56.33,6,3.80,14,8.86
Erie,105251453,Corry Area SD,SD,9999,Corry Area SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Erie,105252602,Erie City SD,SD,2026,East HS,173,114,65.90,108,62.43,115,66.47,1,0.58,6,3.47
Erie,105252602,Erie City SD,SD,2027,Strong Vincent HS,116,68,58.62,52,44.83,68,58.62,0,0.00,16,13.79
Erie,105252602,Erie City SD,SD,7294,Central Career & Technical Sch,149,83,55.70,65,43.62,85,57.05,2,1.34,18,12.08
Erie,105252602,Erie City SD,SD,7515,Northwest PA Collegiate Academy,198,195,98.48,195,98.48,196,98.99,1,0.51,0,0.00
