county Name,AUN,LEA,School Code,School,Graduate Count,College Bound,Total College Bound %,2- or 4-Year College or University,2- Or 4-Year University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree Granting Institution,Specialized Assocate Degree Granting Institution %
,,,9999,Pennridge SD,10,1,10.00%,1,10.00%,1,10.00%,0,0.00%,0,0.00%
,122098202,Pennsbury SD,4682,Pennsbury HS,749,575,76.77%,573,76.50%,587,78.37%,12,1.60%,2,0.27%
,,,9999,Pennsbury SD,13,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,122098403,Quakertown Community SD,1128,Quakertown Community HS,416,302,72.60%,300,72.12%,305,73.32%,3,0.72%,2,0.48%
Butler,104101252,Butler Area SD,8344,Butler Area SHS,429,357,83.22%,352,82.05%,363,84.62%,6,1.40%,5,1.17%
,,,9999,Butler Area SD,15,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104103603,Karns City Area SD,1154,Karns City HS,82,55,67.07%,51,62.20%,60,73.17%,5,6.10%,4,4.88%
,,,9999,Karns City Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104105003,Mars Area SD,1159,Mars Area SHS,245,218,88.98%,218,88.98%,219,89.39%,1,0.41%,0,0.00%
,,,9999,Mars Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104105353,Moniteau SD,1164,Moniteau JSHS,84,51,60.71%,43,51.19%,54,64.29%,3,3.57%,8,9.52%
,104107503,Slippery Rock Area SD,1172,Slippery Rock Area HS,164,89,54.27%,89,54.27%,91,55.49%,2,1.22%,0,0.00%
,,,9999,Slippery Rock Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104107803,South Butler County SD,1177,Knoch HS,216,82,37.96%,82,37.96%,82,37.96%,0,0.00%,0,0.00%
,104107903,Seneca Valley SD,8318,Seneca Valley HS,564,506,89.72%,476,84.40%,510,90.43%,4,0.71%,30,5.32%
,,,9999,Seneca Valley SD,8,1,12.50%,1,12.50%,4,50.00%,3,37.50%,0,0.00%
Cambria,108110603,Blacklick Valley SD,5135,Blacklick Valley JSHS,41,27,65.85%,23,56.10%,27,65.85%,0,0.00%,4,9.76%
,,,9999,Blacklick Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108111203,Cambria Heights SD,5212,Cambria Heights SHS,106,75,70.75%,68,64.15%,77,72.64%,2,1.89%,7,6.60%
,108111303,Central Cambria SD,1208,Central Cambria HS,132,89,67.42%,88,66.67%,92,69.70%,3,2.27%,1,0.76%
,,,9999,Central Cambria SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108111403,Conemaugh Valley SD,5136,Conemaugh Valley JSHS,42,22,52.38%,21,50.00%,26,61.90%,4,9.52%,1,2.38%
,108112003,Ferndale Area SD,1225,Ferndale Area JSHS,45,6,13.33%,6,13.33%,6,13.33%,0,0.00%,0,0.00%
,108112203,Forest Hills SD,8382,Forest Hills JSHS,123,76,61.79%,60,48.78%,78,63.41%,2,1.63%,16,13.01%
,108112502,Greater Johnstown SD,1251,Greater Johnstown SHS,171,87,50.88%,83,48.54%,88,51.46%,1,0.58%,4,2.34%
,,,8314,Greater Johnstown School District's Cybe,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Greater Johnstown SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108114503,Northern Cambria SD,6201,Northern Cambria HS,81,58,71.60%,53,65.43%,63,77.78%,5,6.17%,5,6.17%
,108116003,Penn Cambria SD,1213,Penn Cambria HS,121,70,57.85%,69,57.02%,81,66.94%,11,9.09%,1,0.83%
,,,9999,Penn Cambria SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108116303,Portage Area SD,1270,Portage Area JSHS,63,41,65.08%,36,57.14%,41,65.08%,0,0.00%,5,7.94%
,108116503,Richland SD,7941,Richland HS,129,96,74.42%,87,67.44%,98,75.97%,2,1.55%,9,6.98%
,,,9999,Richland SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108118503,Westmont Hilltop SD,8379,Westmont Hilltop JSHS,125,95,76.00%,95,76.00%,95,76.00%,0,0.00%,0,0.00%
Cameron,109122703,Cameron County SD,1299,Cameron County JSHS,42,16,38.10%,14,33.33%,17,40.48%,1,2.38%,2,4.76%
Carbon,121131507,Carbon Career & Technical Institute,4870,Carbon Career & Technical Institute,106,29,27.36%,28,26.42%,33,31.13%,4,3.77%,1,0.94%
,121135003,Jim Thorpe Area SD,1307,Jim Thorpe Area HS,126,100,79.37%,97,76.98%,105,83.33%,5,3.97%,3,2.38%
,,,9999,Jim Thorpe Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,121135503,Lehighton Area SD,1315,Lehighton Area HS,157,100,63.69%,96,61.15%,100,63.69%,0,0.00%,4,2.55%
,,,9999,Lehighton Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,121136503,Palmerton Area SD,4734,Palmerton Area HS,119,94,78.99%,94,78.99%,94,78.99%,0,0.00%,0,0.00%
,,,9999,Palmerton Area SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,121136603,Panther Valley SD,8348,Panther Valley JSHS,77,46,59.74%,45,58.44%,47,61.04%,1,1.30%,1,1.30%
,121139004,Weatherly Area SD,1327,Weatherly Area SHS,51,27,52.94%,27,52.94%,27,52.94%,0,0.00%,0,0.00%
,,,9999,Weatherly Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Centre,110141003,Bald Eagle Area SD,1335,Bald Eagle Area JSHS,127,58,45.67%,58,45.67%,65,51.18%,7,5.51%,0,0.00%
,,,9999,Bald Eagle Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,110141103,Bellefonte Area SD,1343,Bellefonte Area HS,190,121,63.68%,119,62.63%,122,64.21%,1,0.53%,2,1.05%
,110147003,Penns Valley Area SD,6231,Penns Valley Area JSHS,96,61,63.54%,55,57.29%,61,63.54%,0,0.00%,6,6.25%
,110148002,State College Area SD,1364,State College Area HS,552,456,82.61%,451,81.70%,457,82.79%,1,0.18%,5,0.91%
Chester,124150002,21st Century Cyber CS,7691,21st Century Cyber CS,260,116,44.62%,116,44.62%,137,52.69%,21,8.08%,0,0.00%
,124150003,Avon Grove CS,7721,Avon Grove CS,87,69,79.31%,69,79.31%,70,80.46%,1,1.15%,0,0.00%
,,,9999,Avon Grove CS,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124150004,Pennsylvania Leadership CS,7819,Pennsylvania Leadership CS,337,228,67.66%,209,62.02%,240,71.22%,12,3.56%,19,5.64%
,124150503,Avon Grove SD,1367,Avon Grove HS,424,89,20.99%,84,19.81%,90,21.23%,1,0.24%,5,1.18%
,,,9999,Avon Grove SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124151902,Coatesville Area SD,5012,Coatesville Area SHS,412,253,61.41%,243,58.98%,286,69.42%,33,8.01%,10,2.43%
,,,8415,Coatesville Area SD Cyber Academy,32,10,31.25%,10,31.25%,12,37.50%,2,6.25%,0,0.00%
,,,9999,Coatesville Area SD,28,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124152003,Downingtown Area SD,1387,Downingtown HS West Campus,384,283,73.70%,283,73.70%,289,75.26%,6,1.56%,0,0.00%
,,,7759,Downingtown HS East Campus,429,309,72.03%,309,72.03%,312,72.73%,3,0.70%,0,0.00%
,,,8174,Downingtown STEM Academy,206,205,99.51%,205,99.51%,205,99.51%,0,0.00%,0,0.00%
,,,9999,Downingtown Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124152637,Insight PA Cyber CS,8394,Insight PA Cyber CS,85,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124153320,Collegium CS,7628,Collegium CS,101,83,82.18%,83,82.18%,88,87.13%,5,4.95%,0,0.00%
,,,9999,Collegium CS,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,124153350,Renaissance Academy CS,7636,Renaissance Academy CS,72,68,94.44%,66,91.67%,68,94.44%,0,0.00%,2,2.78%
,124153503,Great Valley SD,1424,Great Valley HS,291,263,90.38%,263,90.38%,264,90.72%,1,0.34%,0,0.00%
,,,9999,Great Valley SD,18,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124154003,Kennett Consolidated SD,6482,Kennett HS,324,239,73.77%,237,73.15%,244,75.31%,5,1.54%,2,0.62%
,,,9999,Kennett Consolidated SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124156503,Octorara Area SD,1414,Octorara Area JSHS,202,111,54.95%,110,54.46%,116,57.43%,5,2.48%,1,0.50%
,,,9999,Octorara Area SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124156603,Owen J Roberts SD,1406,Owen J Roberts HS,393,330,83.97%,322,81.93%,335,85.24%,5,1.27%,8,2.04%
,,,9999,Owen J Roberts SD,30,5,16.67%,5,16.67%,6,20.00%,1,3.33%,0,0.00%
,124156703,Oxford Area SD,1420,Oxford Area HS,316,202,63.92%,183,57.91%,207,65.51%,5,1.58%,19,6.01%
,,,9999,Oxford Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124157203,Phoenixville Area SD,1426,Phoenixville Area HS,234,191,81.62%,189,80.77%,199,85.04%,8,3.42%,2,0.85%
,,,9999,Phoenixville Area SD,9,1,11.11%,1,11.11%,1,11.11%,0,0.00%,0,0.00%
,124157802,Tredyffrin-Easttown SD,1423,Conestoga SHS,554,533,96.21%,533,96.21%,534,96.39%,1,0.18%,0,0.00%
,,,9999,Tredyffrin-Easttown SD,21,5,23.81%,5,23.81%,5,23.81%,0,0.00%,0,0.00%
,124158503,Unionville-Chadds Ford SD,1443,Unionville HS,307,273,88.93%,273,88.93%,275,89.58%,2,0.65%,0,0.00%
,,,9999,Unionville-Chadds Ford SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,124159002,West Chester Area SD,1453,West Chester Henderson HS,287,258,89.90%,256,89.20%,259,90.24%,1,0.35%,2,0.70%
,,,6734,West Chester East HS,286,260,90.91%,254,88.81%,260,90.91%,0,0.00%,6,2.10%
,,,7894,West Chester Bayard Rustin HS,317,285,89.91%,284,89.59%,288,90.85%,3,0.95%,1,0.32%
,,,9999,West Chester Area SD,40,3,7.50%,3,7.50%,4,10.00%,1,2.50%,0,0.00%
,125230001,Achievement House CS,7824,Achievement House CS,106,37,34.91%,33,31.13%,44,41.51%,7,6.60%,4,3.77%
Clarion,106160303,Allegheny-Clarion Valley SD,4664,Allegheny-Clarion Valley HS,46,26,56.52%,25,54.35%,28,60.87%,2,4.35%,1,2.17%
,,,9999,Allegheny-Clarion Valley SD,16,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106161203,Clarion Area SD,1475,Clarion Area JSHS,53,35,66.04%,34,64.15%,35,66.04%,0,0.00%,1,1.89%
,,,9999,Clarion Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106161703,Clarion-Limestone Area SD,1480,Clarion-Limestone Area JSHS,58,37,63.79%,34,58.62%,41,70.69%,4,6.90%,3,5.17%
,106166503,Keystone SD,1486,Keystone JSHS,71,33,46.48%,33,46.48%,38,53.52%,5,7.04%,0,0.00%
,,,9999,Keystone SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106167504,North Clarion County SD,1489,North Clarion Co JSHS,46,28,60.87%,28,60.87%,28,60.87%,0,0.00%,0,0.00%
,,,9999,North Clarion County SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106168003,Redbank Valley SD,1495,Redbank Valley HS,61,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106169003,Union SD,1501,Union HS,26,18,69.23%,15,57.69%,18,69.23%,0,0.00%,3,11.54%
,,,9999,Union SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Clearfield,106172003,Dubois Area SD,6156,Dubois Area SHS,244,139,56.97%,131,53.69%,141,57.79%,2,0.82%,8,3.28%
,,,9999,Dubois Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,110171003,Clearfield Area SD,6236,Clearfield Area JSHS,145,64,44.14%,60,41.38%,64,44.14%,0,0.00%,4,2.76%
,,,9999,Clearfield Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,110171803,Curwensville Area SD,1529,Curwensville Area JSHS,70,42,60.00%,38,54.29%,46,65.71%,4,5.71%,4,5.71%
,110173003,Glendale SD,5219,Glendale JSHS,53,30,56.60%,30,56.60%,30,56.60%,0,0.00%,0,0.00%
,110173504,Harmony Area SD,8316,Harmony Area JSHS,25,18,72.00%,14,56.00%,18,72.00%,0,0.00%,4,16.00%
,110175003,Moshannon Valley SD,1550,Moshannon Valley JSHS,72,42,58.33%,42,58.33%,46,63.89%,4,5.56%,0,0.00%
,,,9999,Moshannon Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,110177003,Philipsburg-Osceola Area SD,1560,Philipsburg-Osceola Area HS,111,49,44.14%,48,43.24%,49,44.14%,0,0.00%,1,0.90%
,110179003,West Branch Area SD,1566,West Branch Area HS,59,29,49.15%,25,42.37%,30,50.85%,1,1.69%,4,6.78%
Clinton,101833400,Sugar Valley Rural CS,7635,Sugar Valley Rural CS,37,13,35.14%,13,35.14%,13,35.14%,0,0.00%,0,0.00%
,110183602,Keystone Central SD,6241,Bucktail HS,27,16,59.26%,14,51.85%,16,59.26%,0,0.00%,2,7.41%
,,,7589,Central Mountain HS,232,134,57.76%,120,51.72%,142,61.21%,8,3.45%,14,6.03%
Columbia,116191004,Benton Area SD,8434,Benton Area HS,55,33,60.00%,29,52.73%,33,60.00%,0,0.00%,4,7.27%
,,,9999,Benton Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116191103,Berwick Area SD,1605,Berwick Area HS,173,108,62.43%,106,61.27%,111,64.16%,3,1.73%,2,1.16%
,,,9999,Berwick Area SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116191203,Bloomsburg Area SD,1612,Bloomsburg Area HS,87,60,68.97%,60,68.97%,60,68.97%,0,0.00%,0,0.00%
,116191503,Central Columbia SD,1619,Central Columbia SHS,127,95,74.80%,94,74.02%,99,77.95%,4,3.15%,1,0.79%
,,,9999,Central Columbia SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116191757,Columbia-Montour AVTS,5178,Columbia-Montour AVTS,142,55,38.73%,49,34.51%,57,40.14%,2,1.41%,6,4.23%
,116195004,Millville Area SD,1623,Millville Area JSHS,57,34,59.65%,29,50.88%,35,61.40%,1,1.75%,5,8.77%
,116197503,Southern Columbia Area SD,1627,Southern Columbia HS,106,82,77.36%,82,77.36%,84,79.25%,2,1.89%,0,0.00%
,116493130,Susq-Cyber CS,7567,Susq-Cyber CS,18,14,77.78%,11,61.11%,14,77.78%,0,0.00%,3,16.67%
Crawford,105201033,Conneaut SD,8224,Conneaut Area Senior High,149,71,47.65%,66,44.30%,79,53.02%,8,5.37%,5,3.36%
,,,9999,Conneaut SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105201352,Crawford Central SD,1632,Cochranton JSHS,65,26,40.00%,25,38.46%,28,43.08%,2,3.08%,1,1.54%
,,,1654,Meadville Area SHS,203,119,58.62%,118,58.13%,136,67.00%,17,8.37%,1,0.49%
,,,9999,Crawford Central SD,2,0,0.00%,0,0.00%,1,50.00%,1,50.00%,0,0.00%
,105204703,Penncrest SD,1629,Cambridge Springs JSHS,66,36,54.55%,36,54.55%,36,54.55%,0,0.00%,0,0.00%
,,,6136,Saegertown JSHS,70,41,58.57%,38,54.29%,46,65.71%,5,7.14%,3,4.29%
,,,6942,Maplewood JSHS,75,39,52.00%,38,50.67%,45,60.00%,6,8.00%,1,1.33%
,,,9999,Penncrest SD,1,0,0.00%,0,0.00%,1,100.00%,1,100.00%,0,0.00%
Cumberland,115210503,Big Spring SD,1677,Big Spring HS,200,102,51.00%,96,48.00%,102,51.00%,0,0.00%,6,3.00%
,,,9999,Big Spring SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115211003,Camp Hill SD,1682,Camp Hill SHS,99,80,80.81%,80,80.81%,80,80.81%,0,0.00%,0,0.00%
,115211103,Carlisle Area SD,1694,Carlisle Area HS,367,247,67.30%,242,65.94%,250,68.12%,3,0.82%,5,1.36%
,,,9999,Carlisle Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115211603,Cumberland Valley SD,1701,Cumberland Valley HS,647,445,68.78%,444,68.62%,445,68.78%,0,0.00%,1,0.15%
,,,9999,Cumberland Valley SD,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
,115212503,East Pennsboro Area SD,1707,East Pennsboro Area SHS,181,109,60.22%,109,60.22%,109,60.22%,0,0.00%,0,0.00%
,,,9999,East Pennsboro Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115216503,Mechanicsburg Area SD,5098,Mechanicsburg Area SHS,271,196,72.32%,195,71.96%,203,74.91%,7,2.58%,1,0.37%
,,,9999,Mechanicsburg Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115218003,Shippensburg Area SD,5221,Shippensburg Area SHS,261,129,49.43%,122,46.74%,133,50.96%,4,1.53%,7,2.68%
,115218303,South Middleton SD,6328,Boiling Springs HS,149,92,61.74%,87,58.39%,93,62.42%,1,0.67%,5,3.36%
,,,9999,South Middleton SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Dauphin,115220002,Commonwealth Charter Academy CS,7774,Commonwealth Charter Academy CS,998,328,32.87%,317,31.76%,408,40.88%,80,8.02%,11,1.10%
,115221402,Central Dauphin SD,1745,Central Dauphin SHS,432,310,71.76%,301,69.68%,311,71.99%,1,0.23%,9,2.08%
,,,1746,Central Dauphin East SHS,373,5,1.34%,5,1.34%,5,1.34%,0,0.00%,0,0.00%
,,,9999,Central Dauphin SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115221607,Dauphin County Technical School,5278,Dauphin County Technical School,239,118,49.37%,110,46.03%,121,50.63%,3,1.26%,8,3.35%
,115221753,Derry Township SD,4801,Hershey HS,295,227,76.95%,220,74.58%,227,76.95%,0,0.00%,7,2.37%
,,,9999,Derry Township SD,2,1,50.00%,0,0.00%,1,50.00%,0,0.00%,1,50.00%
,115222504,Halifax Area SD,6330,Halifax Area HS,63,40,63.49%,40,63.49%,40,63.49%,0,0.00%,0,0.00%
,115222752,Harrisburg City SD,6333,Harrisburg HS,197,114,57.87%,114,57.87%,114,57.87%,0,0.00%,0,0.00%
,,,7902,Harrisburg HS - SciTech Cmp,67,66,98.51%,66,98.51%,66,98.51%,0,0.00%,0,0.00%
,,,8376,Cougar Academy,21,17,80.95%,17,80.95%,17,80.95%,0,0.00%,0,0.00%
,,,9999,Harrisburg City SD,30,1,3.33%,1,3.33%,1,3.33%,0,0.00%,0,0.00%
,115224003,Lower Dauphin SD,1776,Lower Dauphin HS,260,181,69.62%,179,68.85%,183,70.38%,2,0.77%,2,0.77%
,,,7844,Price,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Lower Dauphin SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115226003,Middletown Area SD,1790,Middletown Area HS,183,121,66.12%,108,59.02%,130,71.04%,9,4.92%,13,7.10%
,115226103,Millersburg Area SD,1794,Millersburg Area SHS,38,27,71.05%,26,68.42%,27,71.05%,0,0.00%,1,2.63%
,115227010,Capital Area School for the Arts CS,8278,Capital Area School for the Arts Charter,47,40,85.11%,40,85.11%,40,85.11%,0,0.00%,0,0.00%
,115227871,Reach Cyber CS,8366,Reach Cyber CS,458,149,32.53%,123,26.86%,153,33.41%,4,0.87%,26,5.68%
,115228003,Steelton-Highspire SD,1801,Steelton-Highspire HS,55,35,63.64%,33,60.00%,40,72.73%,5,9.09%,2,3.64%
,,,9999,Steelton-Highspire SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,115228303,Susquehanna Township SD,1806,Susquehanna Twp HS,191,145,75.92%,144,75.39%,148,77.49%,3,1.57%,1,0.52%
,,,9999,Susquehanna Township SD,10,1,10.00%,0,0.00%,1,10.00%,0,0.00%,1,10.00%
,115229003,Upper Dauphin Area SD,6340,Upper Dauphin Area HS,77,42,54.55%,42,54.55%,42,54.55%,0,0.00%,0,0.00%
Delaware,125231232,Chester-Upland SD,6492,Chester HS,173,79,45.66%,79,45.66%,80,46.24%,1,0.58%,0,0.00%
,,,8303,STEM at Showalter,78,56,71.79%,56,71.79%,56,71.79%,0,0.00%,0,0.00%
,,,9999,Chester-Upland SD,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125231303,Chichester SD,1849,Chichester SHS,228,141,61.84%,133,58.33%,152,66.67%,11,4.82%,8,3.51%
,,,9999,Chichester SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125234103,Garnet Valley SD,1869,Garnet Valley HS,391,364,93.09%,364,93.09%,364,93.09%,0,0.00%,0,0.00%
,,,9999,Garnet Valley SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125234502,Haverford Township SD,1879,Haverford SHS,440,397,90.23%,394,89.55%,399,90.68%,2,0.45%,3,0.68%
,,,9999,Haverford Township SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125235103,Interboro SD,1885,Interboro SHS,232,136,58.62%,133,57.33%,139,59.91%,3,1.29%,3,1.29%
,,,9999,Interboro SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125235502,Marple Newtown SD,1902,Marple Newtown SHS,266,242,90.98%,240,90.23%,243,91.35%,1,0.38%,2,0.75%
,,,9999,Marple Newtown SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125236827,Chester Charter Scholars Academy CS,8258,Chester Charter Scholars Academy CS,46,36,78.26%,30,65.22%,39,84.78%,3,6.52%,6,13.04%
,125236903,Penn-Delco SD,1915,Sun Valley HS,244,200,81.97%,199,81.56%,201,82.38%,1,0.41%,1,0.41%
,,,9999,Penn-Delco SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125237603,Radnor Township SD,1921,Radnor SHS,313,264,84.35%,264,84.35%,264,84.35%,0,0.00%,0,0.00%
,,,9999,Radnor Township SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125237702,Ridley SD,1934,Ridley HS,420,338,80.48%,297,70.71%,339,80.71%,1,0.24%,41,9.76%
,,,9999,Ridley SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125237903,Rose Tree Media SD,1942,Penncrest HS,277,198,71.48%,197,71.12%,201,72.56%,3,1.08%,1,0.36%
,,,9999,Rose Tree Media SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125238402,Southeast Delco SD,6516,Academy Park HS,273,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Southeast Delco SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125238502,Springfield SD,1950,Springfield HS,316,276,87.34%,269,85.13%,284,89.87%,8,2.53%,7,2.22%
,,,9999,Springfield SD,3,2,66.67%,2,66.67%,2,66.67%,0,0.00%,0,0.00%
,125239452,Upper Darby SD,1972,Upper Darby SHS,847,502,59.27%,502,59.27%,533,62.93%,31,3.66%,0,0.00%
,,,9999,Upper Darby SD,23,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125239603,Wallingford-Swarthmore SD,5287,Strath Haven HS,243,217,89.30%,216,88.89%,218,89.71%,1,0.41%,1,0.41%
,125239652,William Penn SD,8231,Penn Wood HS,329,215,65.35%,196,59.57%,215,65.35%,0,0.00%,19,5.78%
,,,9999,William Penn SD,12,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Elk,109243503,Johnsonburg Area SD,6218,Johnsonburg Area HS,47,30,63.83%,30,63.83%,32,68.09%,2,4.26%,0,0.00%
,,,9999,Johnsonburg Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,109246003,Ridgway Area SD,1989,Ridgway Area HS,63,31,49.21%,31,49.21%,31,49.21%,0,0.00%,0,0.00%
,109248003,Saint Marys Area SD,5169,St Marys Area SHS,168,91,54.17%,91,54.17%,96,57.14%,5,2.98%,0,0.00%
Erie,105250001,Perseus House CS of Excellence,7770,Perseus House CS of Excellence,87,50,57.47%,33,37.93%,56,64.37%,6,6.90%,17,19.54%
,105251453,Corry Area SD,1998,Corry Area HS,156,71,45.51%,71,45.51%,83,53.21%,12,7.69%,0,0.00%
,,,9999,Corry Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105252602,Erie City SD,7515,Northwest PA Collegiate Academy,192,165,85.94%,165,85.94%,170,88.54%,5,2.60%,0,0.00%
,,,8417,Erie HS,461,161,34.92%,161,34.92%,161,34.92%,0,0.00%,0,0.00%
,,,9999,Erie City SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105253303,Fairview SD,6737,Fairview HS,140,93,66.43%,93,66.43%,94,67.14%,1,0.71%,0,0.00%
,105253553,Fort LeBoeuf SD,2037,Fort LeBoeuf SHS,166,104,62.65%,103,62.05%,112,67.47%,8,4.82%,1,0.60%
,,,9999,Fort LeBoeuf SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105253903,General McLane SD,2040,General McLane HS,158,95,60.13%,95,60.13%,95,60.13%,0,0.00%,0,0.00%
,,,9999,General McLane SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105254053,Girard SD,2043,Girard HS,106,44,41.51%,43,40.57%,45,42.45%,1,0.94%,1,0.94%
,,,9999,Girard SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105254353,Harbor Creek SD,7948,Harbor Creek Senior HS,180,116,64.44%,112,62.22%,116,64.44%,0,0.00%,4,2.22%
,105256553,Iroquois SD,4817,Iroquois JSHS,92,47,51.09%,44,47.83%,47,51.09%,0,0.00%,3,3.26%
,105257602,Millcreek Township SD,8071,McDowell HS,458,285,62.23%,275,60.04%,299,65.28%,14,3.06%,10,2.18%
,,,9999,Millcreek Township SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105258303,North East SD,6145,North East HS,108,57,52.78%,57,52.78%,60,55.56%,3,2.78%,0,0.00%
,,,9999,North East SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,105258503,Northwestern SD,6745,Northwestern SHS,111,15,13.51%,15,13.51%,20,18.02%,5,4.50%,0,0.00%
,105259103,Union City Area SD,2075,Union City HS,75,37,49.33%,36,48.00%,37,49.33%,0,0.00%,1,1.33%
,105259703,Wattsburg Area SD,6148,Seneca HS,93,36,38.71%,34,36.56%,40,43.01%,4,4.30%,2,2.15%
